event_id,user_id,session_id,timestamp,query_text,query_length,search_variant,result_count,latency_ms,top_result_similarity_score
SU00715_3_SESS_U00715_3_0_0,U00715,SESS_U00715_3_0,2026-06-04 20:30:00,best hiking boots for the office,6,legacy,8,62.4,0.5999
SU00718_3_SESS_U00718_3_0_0,U00718,SESS_U00718_3_0,2026-06-04 12:36:00,candle,1,ai_semantic,8,202.2,0.6956999897956848
SU00718_3_SESS_U00718_3_0_1,U00718,SESS_U00718_3_0,2026-06-04 13:09:00,candle engraevd,2,ai_semantic,8,142.1,0.5853000283241272
SU00718_3_SESS_U00718_3_0_2,U00718,SESS_U00718_3_0,2026-06-04 22:17:00,earbuds blueototh,2,ai_semantic,8,186.7,0.7020000219345093
SU00725_3_SESS_U00725_3_0_0,U00725,SESS_U00725_3_0,2026-06-04 20:53:00,rustic gift box set,4,legacy,8,89.3,0.5952
SU00727_3_SESS_U00727_3_0_0,U00727,SESS_U00727_3_0,2026-06-04 17:10:00,somthing for camping,3,legacy,8,99.2,0.5972
SU00731_3_SESS_U00731_3_0_0,U00731,SESS_U00731_3_0,2026-06-04 08:09:00,somthing for a gift,4,ai_semantic,8,202.7,0.38440001010894775
SU00731_3_SESS_U00731_3_0_1,U00731,SESS_U00731_3_0,2026-06-04 19:03:00,headlamp,1,ai_semantic,8,160.4,0.7141000032424927
SU00733_3_SESS_U00733_3_0_0,U00733,SESS_U00733_3_0,2026-06-04 20:36:00,ultralight camp stove,3,legacy,8,122.9,0.5637
SU00737_3_SESS_U00737_3_0_0,U00737,SESS_U00737_3_0,2026-06-04 22:55:00,cletas,1,ai_semantic,8,213.7,0.4361000061035156
SU00737_3_SESS_U00737_3_0_1,U00737,SESS_U00737_3_0,2026-06-04 18:52:00,cozy sweater,2,ai_semantic,8,151.1,0.838699996471405
SU00740_3_SESS_U00740_3_0_0,U00740,SESS_U00740_3_0,2026-06-04 07:29:00,somthing for a gift,4,legacy,8,115.5,0.5921
SU00745_3_SESS_U00745_3_0_0,U00745,SESS_U00745_3_0,2026-06-04 16:12:00,photo farme,2,ai_semantic,8,190.5,0.4587000012397766
SU00750_3_SESS_U00750_3_0_0,U00750,SESS_U00750_3_0,2026-06-04 11:04:00,somthing for travel,3,ai_semantic,8,147.1,0.3716999888420105
SU00750_3_SESS_U00750_3_1_0,U00750,SESS_U00750_3_1,2026-06-04 07:11:00,weatherproof tent,2,ai_semantic,8,181.5,0.8130000233650208
SU00750_3_SESS_U00750_3_1_1,U00750,SESS_U00750_3_1,2026-06-04 17:49:00,sleeping bag,2,ai_semantic,8,217.6,0.7472000122070312
SU00752_3_SESS_U00752_3_0_0,U00752,SESS_U00752_3_0,2026-06-04 14:52:00,gitf headphones,2,legacy,6,96.0,0.5608
SU00756_3_SESS_U00756_3_0_0,U00756,SESS_U00756_3_0,2026-06-04 22:57:00,somthing for gym,3,legacy,8,68.3,0.5211
SU00758_3_SESS_U00758_3_0_0,U00758,SESS_U00758_3_0,2026-06-04 17:57:00,best desk ornament for rain,5,legacy,8,59.1,0.563
SU00758_3_SESS_U00758_3_0_1,U00758,SESS_U00758_3_0,2026-06-04 13:04:00,non-stick toaster,2,legacy,8,87.4,0.5979
SU00758_3_SESS_U00758_3_1_0,U00758,SESS_U00758_3_1,2026-06-04 07:29:00,insulated sleeping bag for camping,5,legacy,8,123.8,0.5791
SU00760_3_SESS_U00760_3_0_0,U00760,SESS_U00760_3_0,2026-06-04 21:15:00,copmact power bank,3,legacy,6,98.5,0.5785
SU00760_3_SESS_U00760_3_0_1,U00760,SESS_U00760_3_0,2026-06-04 22:50:00,best headlamp for the office,5,legacy,8,75.2,0.5638
SU00761_3_SESS_U00761_3_0_0,U00761,SESS_U00761_3_0,2026-06-04 13:50:00,gift rain coat,3,legacy,8,80.7,0.5842
SU00761_3_SESS_U00761_3_0_1,U00761,SESS_U00761_3_0,2026-06-04 09:36:00,portable power bank for hiking,5,legacy,8,95.5,0.5852
SU00762_3_SESS_U00762_3_0_0,U00762,SESS_U00762_3_0,2026-06-04 21:46:00,personalized keychain for hiking,4,legacy,8,92.6,0.5898
SU00765_3_SESS_U00765_3_0_0,U00765,SESS_U00765_3_0,2026-06-04 08:10:00,gift power bank,3,ai_semantic,8,187.9,0.6348000168800354
SU00765_3_SESS_U00765_3_0_1,U00765,SESS_U00765_3_0,2026-06-04 11:20:00,somhting for the office,4,ai_semantic,8,202.7,0.34200000762939453
SU00772_3_SESS_U00772_3_0_0,U00772,SESS_U00772_3_0,2026-06-04 10:34:00,rustic candle for gym,4,ai_semantic,8,185.6,0.7156000137329102
SU00772_3_SESS_U00772_3_0_1,U00772,SESS_U00772_3_0,2026-06-04 21:36:00,fleece pullover sfot,3,ai_semantic,8,186.8,0.7651000022888184
SU00775_3_SESS_U00775_3_0_0,U00775,SESS_U00775_3_0,2026-06-04 13:30:00,somthing for winter,3,ai_semantic,8,233.7,0.4092999994754791
SU00775_3_SESS_U00775_3_0_1,U00775,SESS_U00775_3_0,2026-06-04 21:07:00,steel toaster under 50 dollars,5,ai_semantic,8,166.5,0.6304000020027161
SU00776_3_SESS_U00776_3_0_0,U00776,SESS_U00776_3_0,2026-06-04 12:48:00,cushioned running shoes,3,ai_semantic,8,222.2,0.9065999984741211
SU00778_3_SESS_U00778_3_0_0,U00778,SESS_U00778_3_0,2026-06-04 18:02:00,electric blender for my mom,5,ai_semantic,8,199.7,0.7264999747276306
SU00779_3_SESS_U00779_3_0_0,U00779,SESS_U00779_3_0,2026-06-04 14:35:00,compact chraging cable,3,legacy,8,78.8,0.5638
SU00779_3_SESS_U00779_3_0_1,U00779,SESS_U00779_3_0,2026-06-04 18:30:00,rustic gift box set,4,legacy,8,85.8,0.5357
SU00782_3_SESS_U00782_3_0_0,U00782,SESS_U00782_3_0,2026-06-04 21:08:00,waterproof winter boots for the office,6,legacy,8,70.8,0.4805
SU00782_3_SESS_U00782_3_0_1,U00782,SESS_U00782_3_0,2026-06-04 22:42:00,cheap sleeping bag,3,legacy,7,107.4,0.5943
SU00783_3_SESS_U00783_3_0_0,U00783,SESS_U00783_3_0,2026-06-04 16:38:00,webcam,1,ai_semantic,8,171.3,0.755299985408783
SU00784_3_SESS_U00784_3_0_0,U00784,SESS_U00784_3_0,2026-06-04 08:46:00,cheap beanie,2,legacy,5,88.1,0.5921
SU00784_3_SESS_U00784_3_0_1,U00784,SESS_U00784_3_0,2026-06-04 10:03:00,cheap mixing bowl,3,legacy,5,106.0,0.5986
SU00787_3_SESS_U00787_3_0_0,U00787,SESS_U00787_3_0,2026-06-04 08:51:00,personalized mug,2,legacy,8,105.4,0.5899
SU00793_3_SESS_U00793_3_0_0,U00793,SESS_U00793_3_0,2026-06-04 18:21:00,sneakers under 50 dollars,4,legacy,7,56.0,0.5899
SU00793_3_SESS_U00793_3_0_1,U00793,SESS_U00793_3_0,2026-06-04 17:29:00,slip-on hiking boots for camping,5,legacy,8,86.5,0.563
SU00793_3_SESS_U00793_3_0_2,U00793,SESS_U00793_3_0,2026-06-04 09:28:00,best loafers for travel,4,legacy,8,106.1,0.5703
SU00796_3_SESS_U00796_3_0_0,U00796,SESS_U00796_3_0,2026-06-04 09:25:00,wbecam,1,legacy,0,68.8,
SU00797_3_SESS_U00797_3_0_0,U00797,SESS_U00797_3_0,2026-06-04 08:00:00,insulated tnet,2,ai_semantic,8,164.1,0.46070000529289246
SU00003_4_SESS_U00003_4_0_0,U00003,SESS_U00003_4_0,2026-06-05 18:56:00,windproof hoodie for a gfit,5,ai_semantic,8,206.1,0.6970999836921692
SU00003_4_SESS_U00003_4_0_1,U00003,SESS_U00003_4_0,2026-06-05 19:24:00,camp stove flodable,3,ai_semantic,8,171.0,0.6560999751091003
SU00003_4_SESS_U00003_4_0_2,U00003,SESS_U00003_4_0,2026-06-05 22:42:00,gift cleats,2,ai_semantic,8,190.6,0.6107000112533569
SU00004_4_SESS_U00004_4_0_0,U00004,SESS_U00004_4_0,2026-06-05 13:53:00,somthing for travel,3,legacy,8,91.0,0.5947
SU00005_4_SESS_U00005_4_0_0,U00005,SESS_U00005_4_0,2026-06-05 07:16:00,gift candle,2,legacy,8,71.9,0.5596
SU00009_4_SESS_U00009_4_0_0,U00009,SESS_U00009_4_0,2026-06-05 19:38:00,candle,1,legacy,6,90.8,0.5746
SU00009_4_SESS_U00009_4_0_1,U00009,SESS_U00009_4_0,2026-06-05 12:19:00,compact mixing bowl,3,legacy,8,79.9,0.5998
SU00009_4_SESS_U00009_4_0_2,U00009,SESS_U00009_4_0,2026-06-05 11:42:00,keychain eleagnt,2,legacy,6,109.1,0.5519
SU00010_4_SESS_U00010_4_0_0,U00010,SESS_U00010_4_0,2026-06-05 22:39:00,running shoes,2,legacy,8,107.6,0.5462
SU00017_4_SESS_U00017_4_0_0,U00017,SESS_U00017_4_0,2026-06-05 18:06:00,gift sneakesr,2,ai_semantic,8,109.1,0.5407999753952026
SU00017_4_SESS_U00017_4_0_1,U00017,SESS_U00017_4_0,2026-06-05 09:33:00,somthing for gym,3,ai_semantic,8,163.8,0.29350000619888306
SU00025_4_SESS_U00025_4_0_0,U00025,SESS_U00025_4_0,2026-06-05 11:19:00,backpack heav-ydtuy,2,legacy,6,120.5,0.5972
SU00031_4_SESS_U00031_4_0_0,U00031,SESS_U00031_4_0,2026-06-05 10:05:00,gift winter boots,3,ai_semantic,8,114.8,0.6432999968528748
SU00032_4_SESS_U00032_4_0_0,U00032,SESS_U00032_4_0,2026-06-05 13:18:00,trail rnuning shoes,3,legacy,8,86.7,0.5132
SU00043_4_SESS_U00043_4_0_0,U00043,SESS_U00043_4_0,2026-06-05 19:44:00,gift beanie,2,ai_semantic,8,234.0,0.7200000286102295
SU00044_4_SESS_U00044_4_0_0,U00044,SESS_U00044_4_0,2026-06-05 14:03:00,cheap photo frame,3,ai_semantic,8,175.7,0.6934999823570251
SU00045_4_SESS_U00045_4_0_0,U00045,SESS_U00045_4_0,2026-06-05 21:45:00,somthing for a gift,4,ai_semantic,8,153.7,0.38440001010894775
SU00045_4_SESS_U00045_4_0_1,U00045,SESS_U00045_4_0,2026-06-05 14:56:00,somthing for my mom,4,ai_semantic,8,177.8,0.14970000088214874
SU00045_4_SESS_U00045_4_1_0,U00045,SESS_U00045_4_1,2026-06-05 10:56:00,gift power bank,3,ai_semantic,8,158.4,0.6348000168800354
SU00050_4_SESS_U00050_4_0_0,U00050,SESS_U00050_4_0,2026-06-05 13:50:00,somhting for travel,3,legacy,8,92.4,0.5843
SU00051_4_SESS_U00051_4_0_0,U00051,SESS_U00051_4_0,2026-06-05 21:12:00,charging cable bluetooth,3,ai_semantic,8,170.8,0.7649000287055969
SU00051_4_SESS_U00051_4_0_1,U00051,SESS_U00051_4_0,2026-06-05 19:07:00,cheap hoodie,2,ai_semantic,8,145.3,0.6844000220298767
SU00052_4_SESS_U00052_4_0_0,U00052,SESS_U00052_4_0,2026-06-05 08:57:00,engraved gift box set,4,ai_semantic,8,225.5,0.8682000041007996
SU00052_4_SESS_U00052_4_0_1,U00052,SESS_U00052_4_0,2026-06-05 20:36:00,keyhcain personalzied,2,ai_semantic,8,269.0,0.489300012588501
SU00058_4_SESS_U00058_4_0_0,U00058,SESS_U00058_4_0,2026-06-05 12:17:00,foldable headlamp,2,ai_semantic,8,166.3,0.866100013256073
SU00058_4_SESS_U00058_4_0_1,U00058,SESS_U00058_4_0,2026-06-05 13:53:00,mixing bowl,2,ai_semantic,8,179.7,0.7674999833106995
SU00059_4_SESS_U00059_4_0_0,U00059,SESS_U00059_4_0,2026-06-05 16:09:00,slip-on cleats for the office,5,legacy,8,68.8,0.5832
SU00060_4_SESS_U00060_4_0_0,U00060,SESS_U00060_4_0,2026-06-05 17:25:00,gift box set under 50 dolalrs,6,ai_semantic,8,184.6,0.6425999999046326
SU00069_4_SESS_U00069_4_0_0,U00069,SESS_U00069_4_0,2026-06-05 13:27:00,camp stove under 50 dollars,5,ai_semantic,8,158.4,0.6337000131607056
SU00069_4_SESS_U00069_4_0_1,U00069,SESS_U00069_4_0,2026-06-05 13:41:00,tent under 50 dollars,4,ai_semantic,8,132.8,0.6215999722480774
SU00069_4_SESS_U00069_4_1_0,U00069,SESS_U00069_4_1,2026-06-05 22:37:00,cheap desk ornament,3,ai_semantic,8,192.1,0.7311999797821045
SU00069_4_SESS_U00069_4_1_1,U00069,SESS_U00069_4_1,2026-06-05 21:10:00,windproof sweater,2,ai_semantic,8,202.7,0.8483999967575073
SU00076_4_SESS_U00076_4_0_0,U00076,SESS_U00076_4_0,2026-06-05 16:42:00,cooler,1,legacy,6,111.6,0.4869
SU00076_4_SESS_U00076_4_0_1,U00076,SESS_U00076_4_0,2026-06-05 13:48:00,gift tetn,2,legacy,6,104.0,0.5918
SU00081_4_SESS_U00081_4_0_0,U00081,SESS_U00081_4_0,2026-06-05 15:00:00,beanie wram,2,ai_semantic,8,136.9,0.6176999807357788
SU00081_4_SESS_U00081_4_0_1,U00081,SESS_U00081_4_0,2026-06-05 22:36:00,mug under 50 dollars,4,ai_semantic,8,211.7,0.4936999976634979
SU00082_4_SESS_U00082_4_0_0,U00082,SESS_U00082_4_0,2026-06-05 12:08:00,gift witner boots,3,legacy,8,89.4,0.5391
SU00082_4_SESS_U00082_4_0_1,U00082,SESS_U00082_4_0,2026-06-05 20:47:00,soft jacket,2,legacy,8,82.4,0.5887
SU00087_4_SESS_U00087_4_0_0,U00087,SESS_U00087_4_0,2026-06-05 21:42:00,somthing for winter,3,ai_semantic,8,177.5,0.4092999994754791
SU00088_4_SESS_U00088_4_0_0,U00088,SESS_U00088_4_0,2026-06-05 15:09:00,speaker wirelses,2,legacy,5,105.8,0.5962
SU00089_4_SESS_U00089_4_0_0,U00089,SESS_U00089_4_0,2026-06-05 19:21:00,cheap headlamp,2,legacy,6,93.2,0.5243
SU00089_4_SESS_U00089_4_1_0,U00089,SESS_U00089_4_1,2026-06-05 11:12:00,rain coat under 50 dollars,5,legacy,6,118.5,0.564
SU00089_4_SESS_U00089_4_1_1,U00089,SESS_U00089_4_1,2026-06-05 08:47:00,beaine,1,legacy,0,120.8,
SU00089_4_SESS_U00089_4_1_2,U00089,SESS_U00089_4_1,2026-06-05 17:58:00,gift winter boots,3,legacy,8,91.4,0.591
SU00100_4_SESS_U00100_4_0_0,U00100,SESS_U00100_4_0,2026-06-05 09:35:00,best charging cable for the office,6,ai_semantic,8,118.6,0.5968000292778015
SU00100_4_SESS_U00100_4_1_0,U00100,SESS_U00100_4_1,2026-06-05 19:23:00,cheap sneakers,2,ai_semantic,8,203.8,0.6583999991416931
SU00102_4_SESS_U00102_4_0_0,U00102,SESS_U00102_4_0,2026-06-05 09:23:00,somthing for rain,3,ai_semantic,8,196.9,0.5149999856948853
SU00104_4_SESS_U00104_4_0_0,U00104,SESS_U00104_4_0,2026-06-05 20:18:00,gift power bank,3,ai_semantic,8,203.9,0.6348000168800354
SU00107_4_SESS_U00107_4_0_0,U00107,SESS_U00107_4_0,2026-06-05 19:43:00,gift mug,2,legacy,8,105.2,0.5591
SU00107_4_SESS_U00107_4_1_0,U00107,SESS_U00107_4_1,2026-06-05 17:55:00,lightweight thermal leggings,3,legacy,8,79.5,0.5717
SU00108_4_SESS_U00108_4_0_0,U00108,SESS_U00108_4_0,2026-06-05 15:55:00,somthing for hiking,3,legacy,8,125.5,0.5408
SU00109_4_SESS_U00109_4_0_0,U00109,SESS_U00109_4_0,2026-06-05 09:22:00,thermal leggings coyz,3,legacy,7,109.4,0.576
SU00112_4_SESS_U00112_4_0_0,U00112,SESS_U00112_4_0,2026-06-05 12:03:00,waetrproof running shoes,3,legacy,8,79.0,0.5904
SU00113_4_SESS_U00113_4_0_0,U00113,SESS_U00113_4_0,2026-06-05 07:39:00,gift camp stove,3,legacy,8,55.7,0.5788
SU00113_4_SESS_U00113_4_0_1,U00113,SESS_U00113_4_0,2026-06-05 19:13:00,somthing for hiking,3,legacy,8,77.1,0.5836
SU00125_4_SESS_U00125_4_0_0,U00125,SESS_U00125_4_0,2026-06-05 22:29:00,webcam,1,legacy,6,68.8,0.4852
SU00127_4_SESS_U00127_4_0_0,U00127,SESS_U00127_4_0,2026-06-05 19:02:00,somthing for travel,3,ai_semantic,8,221.1,0.3716999888420105
SU00128_4_SESS_U00128_4_0_0,U00128,SESS_U00128_4_0,2026-06-05 15:05:00,somthing for travel,3,ai_semantic,8,170.5,0.3716999888420105
SU00131_4_SESS_U00131_4_0_0,U00131,SESS_U00131_4_0,2026-06-05 16:58:00,cheap headphones,2,legacy,6,120.7,0.5883
SU00132_4_SESS_U00132_4_0_0,U00132,SESS_U00132_4_0,2026-06-05 08:10:00,best cleats for hiking,4,ai_semantic,8,203.6,0.7196000218391418
SU00134_4_SESS_U00134_4_0_0,U00134,SESS_U00134_4_0,2026-06-05 07:48:00,keychain engarved,2,legacy,6,67.3,0.5959
SU00135_4_SESS_U00135_4_0_0,U00135,SESS_U00135_4_0,2026-06-05 20:08:00,rechargeable earbuds for travel,4,legacy,8,81.6,0.5946
SU00135_4_SESS_U00135_4_0_1,U00135,SESS_U00135_4_0,2026-06-05 16:30:00,cookware set no-nstick,3,legacy,8,93.5,0.5586
SU00135_4_SESS_U00135_4_1_0,U00135,SESS_U00135_4_1,2026-06-05 21:44:00,somthing for camping,3,legacy,8,87.9,0.5934
SU00144_4_SESS_U00144_4_0_0,U00144,SESS_U00144_4_0,2026-06-05 09:09:00,sneakers,1,legacy,7,80.5,0.5384
SU00144_4_SESS_U00144_4_1_0,U00144,SESS_U00144_4_1,2026-06-05 08:57:00,moisture-wicking beanie for winter,4,legacy,8,106.2,0.5826
SU00144_4_SESS_U00144_4_1_1,U00144,SESS_U00144_4_1,2026-06-05 07:12:00,best backpack for camping,4,legacy,8,86.6,0.5733
SU00146_4_SESS_U00146_4_0_0,U00146,SESS_U00146_4_0,2026-06-05 15:58:00,cleats,1,legacy,7,79.2,0.5842
SU00152_4_SESS_U00152_4_0_0,U00152,SESS_U00152_4_0,2026-06-05 21:38:00,camp stove ultarlight,3,legacy,6,112.7,0.5684
SU00161_4_SESS_U00161_4_0_0,U00161,SESS_U00161_4_0,2026-06-05 22:28:00,best hiking boots for gym,5,ai_semantic,8,208.4,0.6983000040054321
SU00166_4_SESS_U00166_4_0_0,U00166,SESS_U00166_4_0,2026-06-05 13:07:00,windproof sweater,2,legacy,8,105.6,0.5929
SU00166_4_SESS_U00166_4_0_1,U00166,SESS_U00166_4_0,2026-06-05 19:02:00,gift loafers,2,legacy,8,78.9,0.5338
SU00170_4_SESS_U00170_4_0_0,U00170,SESS_U00170_4_0,2026-06-05 19:42:00,cheap snaekers,2,legacy,0,115.3,
SU00171_4_SESS_U00171_4_0_0,U00171,SESS_U00171_4_0,2026-06-05 15:27:00,hiking boots,2,legacy,8,74.7,0.5927
SU00171_4_SESS_U00171_4_0_1,U00171,SESS_U00171_4_0,2026-06-05 15:21:00,somthing for a gift,4,legacy,8,64.0,0.5717
SU00174_4_SESS_U00174_4_0_0,U00174,SESS_U00174_4_0,2026-06-05 09:27:00,lightweight sandals for camping,4,legacy,8,77.9,0.5653
SU00174_4_SESS_U00174_4_0_1,U00174,SESS_U00174_4_0,2026-06-05 19:53:00,running shoes under 50 dollars,5,legacy,8,88.4,0.5809
SU00177_4_SESS_U00177_4_0_0,U00177,SESS_U00177_4_0,2026-06-05 16:07:00,rian coat,2,legacy,6,82.5,0.5947
SU00177_4_SESS_U00177_4_0_1,U00177,SESS_U00177_4_0,2026-06-05 22:33:00,cheap thermal leggings,3,legacy,7,97.6,0.5938
SU00184_4_SESS_U00184_4_0_0,U00184,SESS_U00184_4_0,2026-06-05 19:17:00,best smartwatch for my mom,5,legacy,8,86.6,0.5968
SU00191_4_SESS_U00191_4_0_0,U00191,SESS_U00191_4_0,2026-06-05 17:00:00,portable camp stove for hiking,5,ai_semantic,8,182.4,0.7369999885559082
SU00192_4_SESS_U00192_4_0_0,U00192,SESS_U00192_4_0,2026-06-05 13:31:00,running shoes cusihoned,3,legacy,8,73.6,0.5884
SU00195_4_SESS_U00195_4_0_0,U00195,SESS_U00195_4_0,2026-06-05 15:47:00,headphones,1,ai_semantic,8,214.0,0.7024000287055969
SU00195_4_SESS_U00195_4_0_1,U00195,SESS_U00195_4_0,2026-06-05 15:18:00,cheap deks ornament,3,ai_semantic,8,178.1,0.3718999922275543
SU00198_4_SESS_U00198_4_0_0,U00198,SESS_U00198_4_0,2026-06-05 14:29:00,jacket under 50 dollars,4,ai_semantic,8,180.1,0.5066999793052673
SU00199_4_SESS_U00199_4_0_0,U00199,SESS_U00199_4_0,2026-06-05 16:35:00,journla,1,ai_semantic,8,188.1,0.22840000689029694
SU00199_4_SESS_U00199_4_0_1,U00199,SESS_U00199_4_0,2026-06-05 12:04:00,gift jouranl,2,ai_semantic,8,218.3,0.41440001130104065
SU00201_4_SESS_U00201_4_0_0,U00201,SESS_U00201_4_0,2026-06-05 07:56:00,cheap hammock,2,ai_semantic,8,191.0,0.7753999829292297
SU00205_4_SESS_U00205_4_0_0,U00205,SESS_U00205_4_0,2026-06-05 07:20:00,steel knife set under 50 dollars,6,legacy,8,65.9,0.5315
SU00211_4_SESS_U00211_4_0_0,U00211,SESS_U00211_4_0,2026-06-05 21:21:00,bluetooth power bank,3,legacy,8,101.0,0.5349
SU00214_4_SESS_U00214_4_0_0,U00214,SESS_U00214_4_0,2026-06-05 21:21:00,candle under 50 dollars,4,legacy,6,82.9,0.5729
SU00214_4_SESS_U00214_4_0_1,U00214,SESS_U00214_4_0,2026-06-05 16:30:00,somthing for tarvel,3,legacy,8,96.5,0.5103
SU00214_4_SESS_U00214_4_0_2,U00214,SESS_U00214_4_0,2026-06-05 09:14:00,gift smartawtch,2,legacy,6,81.1,0.5902
SU00215_4_SESS_U00215_4_0_0,U00215,SESS_U00215_4_0,2026-06-05 22:30:00,somthing for rain,3,legacy,8,99.4,0.5951
SU00216_4_SESS_U00216_4_0_0,U00216,SESS_U00216_4_0,2026-06-05 16:22:00,best sweater for winter,4,ai_semantic,8,241.9,0.7148000001907349
SU00218_4_SESS_U00218_4_0_0,U00218,SESS_U00218_4_0,2026-06-05 21:36:00,cheap fleece pullover,3,ai_semantic,8,159.5,0.8676000237464905
SU00218_4_SESS_U00218_4_0_1,U00218,SESS_U00218_4_0,2026-06-05 11:36:00,wireless earbuds for the office,5,ai_semantic,8,251.7,0.8149999976158142
SU00218_4_SESS_U00218_4_0_2,U00218,SESS_U00218_4_0,2026-06-05 15:54:00,ultralight sleeping bag,3,ai_semantic,8,161.3,0.8676999807357788
SU00223_4_SESS_U00223_4_0_0,U00223,SESS_U00223_4_0,2026-06-05 12:49:00,best hammock for winter,4,ai_semantic,8,185.0,0.7056999802589417
SU00223_4_SESS_U00223_4_0_1,U00223,SESS_U00223_4_0,2026-06-05 22:26:00,chepa cooler,2,ai_semantic,8,178.6,0.39959999918937683
SU00226_4_SESS_U00226_4_0_0,U00226,SESS_U00226_4_0,2026-06-05 20:12:00,photo frame personaliezd,3,legacy,6,68.2,0.5802
SU00227_4_SESS_U00227_4_0_0,U00227,SESS_U00227_4_0,2026-06-05 18:33:00,somthing for hiking,3,legacy,8,101.2,0.5967
SU00228_4_SESS_U00228_4_0_0,U00228,SESS_U00228_4_0,2026-06-05 10:00:00,best cookware set for a gift,6,legacy,8,81.9,0.5578
SU00232_4_SESS_U00232_4_0_0,U00232,SESS_U00232_4_0,2026-06-05 15:02:00,gitf headlamp,2,ai_semantic,8,235.6,0.5613999962806702
SU00233_4_SESS_U00233_4_0_0,U00233,SESS_U00233_4_0,2026-06-05 19:27:00,dishwasher-safe coffee maker,3,legacy,8,63.3,0.5917
SU00233_4_SESS_U00233_4_0_1,U00233,SESS_U00233_4_0,2026-06-05 20:31:00,bset jacket for travel,4,legacy,8,71.7,0.591
SU00239_4_SESS_U00239_4_0_0,U00239,SESS_U00239_4_0,2026-06-05 07:40:00,backpack,1,legacy,6,68.4,0.5797
SU00239_4_SESS_U00239_4_0_1,U00239,SESS_U00239_4_0,2026-06-05 10:38:00,somthing for hiking,3,legacy,8,106.9,0.5884
SU00247_4_SESS_U00247_4_0_0,U00247,SESS_U00247_4_0,2026-06-05 20:23:00,running shoes,2,legacy,8,129.4,0.5571
SU00249_4_SESS_U00249_4_0_0,U00249,SESS_U00249_4_0,2026-06-05 14:00:00,somtihng for camping,3,legacy,8,76.3,0.5698
SU00249_4_SESS_U00249_4_1_0,U00249,SESS_U00249_4_1,2026-06-05 15:10:00,best rain coat for the office,6,legacy,8,97.2,0.5856
SU00251_4_SESS_U00251_4_0_0,U00251,SESS_U00251_4_0,2026-06-05 18:51:00,trail cleats for the office,5,ai_semantic,8,139.8,0.7685999870300293
SU00257_4_SESS_U00257_4_0_0,U00257,SESS_U00257_4_0,2026-06-05 11:32:00,best smartwatch for travel,4,ai_semantic,8,159.9,0.6252999901771545
SU00257_4_SESS_U00257_4_0_1,U00257,SESS_U00257_4_0,2026-06-05 22:40:00,gift winter boots,3,ai_semantic,8,188.2,0.6432999968528748
SU00258_4_SESS_U00258_4_0_0,U00258,SESS_U00258_4_0,2026-06-05 18:57:00,gift webcam,2,legacy,8,100.4,0.5537
SU00258_4_SESS_U00258_4_0_1,U00258,SESS_U00258_4_0,2026-06-05 18:07:00,best sneakers for winter,4,legacy,8,112.3,0.5962
SU00263_4_SESS_U00263_4_0_0,U00263,SESS_U00263_4_0,2026-06-05 22:20:00,gift journal,2,legacy,8,102.0,0.5747
SU00264_4_SESS_U00264_4_0_0,U00264,SESS_U00264_4_0,2026-06-05 11:12:00,gift journal,2,legacy,8,118.6,0.5578
SU00266_4_SESS_U00266_4_0_0,U00266,SESS_U00266_4_0,2026-06-05 08:11:00,hiking boots under 50 dollars,5,legacy,8,78.7,0.5873
SU00268_4_SESS_U00268_4_0_0,U00268,SESS_U00268_4_0,2026-06-05 11:01:00,soft rain coat for rain,5,legacy,8,85.1,0.559
SU00269_4_SESS_U00269_4_0_0,U00269,SESS_U00269_4_0,2026-06-05 13:49:00,trail running shose,3,legacy,8,106.0,0.5632
SU00269_4_SESS_U00269_4_0_1,U00269,SESS_U00269_4_0,2026-06-05 16:29:00,cheap toaster,2,legacy,4,95.6,0.5417
SU00269_4_SESS_U00269_4_0_2,U00269,SESS_U00269_4_0,2026-06-05 11:21:00,somthing for campnig,3,legacy,8,126.2,0.572
SU00271_4_SESS_U00271_4_0_0,U00271,SESS_U00271_4_0,2026-06-05 21:44:00,headlamp ulrtalight,2,ai_semantic,8,190.9,0.6837999820709229
SU00273_4_SESS_U00273_4_0_0,U00273,SESS_U00273_4_0,2026-06-05 12:21:00,somthing for my mom,4,legacy,8,74.6,0.5343
SU00274_4_SESS_U00274_4_0_0,U00274,SESS_U00274_4_0,2026-06-05 19:13:00,waterproof running shoes for rain,5,legacy,8,83.3,0.5456
SU00277_4_SESS_U00277_4_0_0,U00277,SESS_U00277_4_0,2026-06-05 14:35:00,somthing for the office,4,legacy,8,91.5,0.5774
SU00281_4_SESS_U00281_4_0_0,U00281,SESS_U00281_4_0,2026-06-05 17:08:00,gift air fryer,3,legacy,8,93.4,0.5976
SU00281_4_SESS_U00281_4_0_1,U00281,SESS_U00281_4_0,2026-06-05 12:11:00,hoodie sotf,2,legacy,7,111.3,0.5304
SU00285_4_SESS_U00285_4_0_0,U00285,SESS_U00285_4_0,2026-06-05 17:47:00,candle,1,ai_semantic,8,194.6,0.6956999897956848
SU00285_4_SESS_U00285_4_0_1,U00285,SESS_U00285_4_0,2026-06-05 19:11:00,somthing for my mom,4,ai_semantic,8,186.1,0.14970000088214874
