event_id,user_id,session_id,timestamp,order_id,product_ids,revenue,search_event_id
PU00457_2_SESS_U00457_2_0,U00457,SESS_U00457_2_0,2026-06-03 16:11:50,OU00457_2_SESS_U00457_2_0,P0214,59.76,SU00457_2_SESS_U00457_2_0
PU00459_2_SESS_U00459_2_0,U00459,SESS_U00459_2_0,2026-06-03 13:27:28,OU00459_2_SESS_U00459_2_0,P0016,23.04,SU00459_2_SESS_U00459_2_0
PU00460_2_SESS_U00460_2_0,U00460,SESS_U00460_2_0,2026-06-03 07:08:35,OU00460_2_SESS_U00460_2_0,P0002,333.49,SU00460_2_SESS_U00460_2_0
PU00463_2_SESS_U00463_2_0,U00463,SESS_U00463_2_0,2026-06-03 20:16:48,OU00463_2_SESS_U00463_2_0,P0214,59.76,SU00463_2_SESS_U00463_2_0
PU00468_2_SESS_U00468_2_0,U00468,SESS_U00468_2_0,2026-06-03 13:36:32,OU00468_2_SESS_U00468_2_0,P0028,82.96,SU00468_2_SESS_U00468_2_0
PU00469_2_SESS_U00469_2_0,U00469,SESS_U00469_2_0,2026-06-03 16:48:13,OU00469_2_SESS_U00469_2_0,P0239,60.93,SU00469_2_SESS_U00469_2_0
PU00484_2_SESS_U00484_2_0,U00484,SESS_U00484_2_0,2026-06-03 08:23:45,OU00484_2_SESS_U00484_2_0,P0136,107.11,SU00484_2_SESS_U00484_2_0
PU00484_2_SESS_U00484_2_0,U00484,SESS_U00484_2_0,2026-06-03 20:56:55,OU00484_2_SESS_U00484_2_0,P0107,131.96,SU00484_2_SESS_U00484_2_0
PU00494_2_SESS_U00494_2_1,U00494,SESS_U00494_2_1,2026-06-03 21:33:52,OU00494_2_SESS_U00494_2_1,P0174,43.26,SU00494_2_SESS_U00494_2_1
PU00494_2_SESS_U00494_2_1,U00494,SESS_U00494_2_1,2026-06-03 08:34:13,OU00494_2_SESS_U00494_2_1,P0046,236.94,SU00494_2_SESS_U00494_2_1
PU00534_2_SESS_U00534_2_0,U00534,SESS_U00534_2_0,2026-06-03 07:25:50,OU00534_2_SESS_U00534_2_0,P0599,38.54,SU00534_2_SESS_U00534_2_0
PU00538_2_SESS_U00538_2_0,U00538,SESS_U00538_2_0,2026-06-03 13:42:41,OU00538_2_SESS_U00538_2_0,P0109,60.46,SU00538_2_SESS_U00538_2_0
PU00547_2_SESS_U00547_2_1,U00547,SESS_U00547_2_1,2026-06-03 09:36:25,OU00547_2_SESS_U00547_2_1,P0413,172.34,SU00547_2_SESS_U00547_2_1
PU00555_2_SESS_U00555_2_0,U00555,SESS_U00555_2_0,2026-06-03 09:53:36,OU00555_2_SESS_U00555_2_0,P0277,177.64,SU00555_2_SESS_U00555_2_0
PU00555_2_SESS_U00555_2_1,U00555,SESS_U00555_2_1,2026-06-03 12:42:38,OU00555_2_SESS_U00555_2_1,P0126,158.08,SU00555_2_SESS_U00555_2_1
PU00555_2_SESS_U00555_2_1,U00555,SESS_U00555_2_1,2026-06-03 11:24:37,OU00555_2_SESS_U00555_2_1,P0210,21.19,SU00555_2_SESS_U00555_2_1
PU00560_2_SESS_U00560_2_0,U00560,SESS_U00560_2_0,2026-06-03 20:40:19,OU00560_2_SESS_U00560_2_0,P0157,104.75,SU00560_2_SESS_U00560_2_0
PU00569_2_SESS_U00569_2_0,U00569,SESS_U00569_2_0,2026-06-03 13:37:36,OU00569_2_SESS_U00569_2_0,P0640,83.48,SU00569_2_SESS_U00569_2_0
PU00578_2_SESS_U00578_2_0,U00578,SESS_U00578_2_0,2026-06-03 15:15:25,OU00578_2_SESS_U00578_2_0,P0044,274.16,SU00578_2_SESS_U00578_2_0
PU00595_2_SESS_U00595_2_0,U00595,SESS_U00595_2_0,2026-06-03 14:30:37,OU00595_2_SESS_U00595_2_0,P0427,93.44,SU00595_2_SESS_U00595_2_0
PU00603_2_SESS_U00603_2_0,U00603,SESS_U00603_2_0,2026-06-03 15:26:50,OU00603_2_SESS_U00603_2_0,P0025,74.94,SU00603_2_SESS_U00603_2_0
PU00618_2_SESS_U00618_2_0,U00618,SESS_U00618_2_0,2026-06-03 22:45:34,OU00618_2_SESS_U00618_2_0,P0125,57.87,SU00618_2_SESS_U00618_2_0
PU00619_2_SESS_U00619_2_0,U00619,SESS_U00619_2_0,2026-06-03 13:18:31,OU00619_2_SESS_U00619_2_0,P0263,19.49,SU00619_2_SESS_U00619_2_0
PU00635_2_SESS_U00635_2_0,U00635,SESS_U00635_2_0,2026-06-03 19:12:41,OU00635_2_SESS_U00635_2_0,P0086,123.94,SU00635_2_SESS_U00635_2_0
PU00653_2_SESS_U00653_2_0,U00653,SESS_U00653_2_0,2026-06-03 18:37:41,OU00653_2_SESS_U00653_2_0,P0012,175.34,SU00653_2_SESS_U00653_2_0
PU00656_2_SESS_U00656_2_0,U00656,SESS_U00656_2_0,2026-06-03 11:33:45,OU00656_2_SESS_U00656_2_0,P0014,57.91,SU00656_2_SESS_U00656_2_0
PU00715_2_SESS_U00715_2_0,U00715,SESS_U00715_2_0,2026-06-03 07:44:44,OU00715_2_SESS_U00715_2_0,P0002,333.49,SU00715_2_SESS_U00715_2_0
PU00717_2_SESS_U00717_2_0,U00717,SESS_U00717_2_0,2026-06-03 09:08:31,OU00717_2_SESS_U00717_2_0,P0007,12.76,SU00717_2_SESS_U00717_2_0
PU00742_2_SESS_U00742_2_0,U00742,SESS_U00742_2_0,2026-06-03 14:59:26,OU00742_2_SESS_U00742_2_0,P0053,282.76,SU00742_2_SESS_U00742_2_0
PU00760_2_SESS_U00760_2_1,U00760,SESS_U00760_2_1,2026-06-03 12:47:30,OU00760_2_SESS_U00760_2_1,P0013,184.81,SU00760_2_SESS_U00760_2_1
PU00016_3_SESS_U00016_3_0,U00016,SESS_U00016_3_0,2026-06-04 16:38:41,OU00016_3_SESS_U00016_3_0,P0036,150.3,SU00016_3_SESS_U00016_3_0
PU00027_3_SESS_U00027_3_1,U00027,SESS_U00027_3_1,2026-06-04 08:16:54,OU00027_3_SESS_U00027_3_1,P0081,78.77,SU00027_3_SESS_U00027_3_1
PU00046_3_SESS_U00046_3_0,U00046,SESS_U00046_3_0,2026-06-04 18:32:23,OU00046_3_SESS_U00046_3_0,P0116,160.08,SU00046_3_SESS_U00046_3_0
PU00055_3_SESS_U00055_3_0,U00055,SESS_U00055_3_0,2026-06-04 19:13:25,OU00055_3_SESS_U00055_3_0,P0009,136.23,SU00055_3_SESS_U00055_3_0
PU00062_3_SESS_U00062_3_0,U00062,SESS_U00062_3_0,2026-06-04 17:37:29,OU00062_3_SESS_U00062_3_0,P0161,82.01,SU00062_3_SESS_U00062_3_0
PU00078_3_SESS_U00078_3_0,U00078,SESS_U00078_3_0,2026-06-04 11:20:54,OU00078_3_SESS_U00078_3_0,P0163,143.04,SU00078_3_SESS_U00078_3_0
PU00089_3_SESS_U00089_3_0,U00089,SESS_U00089_3_0,2026-06-04 15:13:43,OU00089_3_SESS_U00089_3_0,P0002,333.49,SU00089_3_SESS_U00089_3_0
PU00092_3_SESS_U00092_3_0,U00092,SESS_U00092_3_0,2026-06-04 12:04:46,OU00092_3_SESS_U00092_3_0,P0048,119.21,SU00092_3_SESS_U00092_3_0
PU00100_3_SESS_U00100_3_0,U00100,SESS_U00100_3_0,2026-06-04 21:00:27,OU00100_3_SESS_U00100_3_0,P0488,109.12,SU00100_3_SESS_U00100_3_0
PU00129_3_SESS_U00129_3_0,U00129,SESS_U00129_3_0,2026-06-04 08:54:55,OU00129_3_SESS_U00129_3_0,P0085,103.63,SU00129_3_SESS_U00129_3_0
PU00129_3_SESS_U00129_3_0,U00129,SESS_U00129_3_0,2026-06-04 17:08:31,OU00129_3_SESS_U00129_3_0,P0003,68.02,SU00129_3_SESS_U00129_3_0
PU00133_3_SESS_U00133_3_0,U00133,SESS_U00133_3_0,2026-06-04 21:36:29,OU00133_3_SESS_U00133_3_0,P0171,208.11,SU00133_3_SESS_U00133_3_0
PU00138_3_SESS_U00138_3_0,U00138,SESS_U00138_3_0,2026-06-04 12:48:26,OU00138_3_SESS_U00138_3_0,P0566,93.41,SU00138_3_SESS_U00138_3_0
PU00150_3_SESS_U00150_3_0,U00150,SESS_U00150_3_0,2026-06-04 07:42:28,OU00150_3_SESS_U00150_3_0,P0009,136.23,SU00150_3_SESS_U00150_3_0
PU00153_3_SESS_U00153_3_0,U00153,SESS_U00153_3_0,2026-06-04 13:18:41,OU00153_3_SESS_U00153_3_0,P0005,49.18,SU00153_3_SESS_U00153_3_0
PU00153_3_SESS_U00153_3_0,U00153,SESS_U00153_3_0,2026-06-04 19:30:42,OU00153_3_SESS_U00153_3_0,P0433,97.31,SU00153_3_SESS_U00153_3_0
PU00157_3_SESS_U00157_3_0,U00157,SESS_U00157_3_0,2026-06-04 13:00:47,OU00157_3_SESS_U00157_3_0,P0092,253.94,SU00157_3_SESS_U00157_3_0
PU00166_3_SESS_U00166_3_1,U00166,SESS_U00166_3_1,2026-06-04 20:15:40,OU00166_3_SESS_U00166_3_1,P0012,175.34,SU00166_3_SESS_U00166_3_1
PU00169_3_SESS_U00169_3_0,U00169,SESS_U00169_3_0,2026-06-04 19:11:33,OU00169_3_SESS_U00169_3_0,P0437,22.04,SU00169_3_SESS_U00169_3_0
PU00199_3_SESS_U00199_3_0,U00199,SESS_U00199_3_0,2026-06-04 21:22:19,OU00199_3_SESS_U00199_3_0,P0058,80.65,SU00199_3_SESS_U00199_3_0
PU00239_3_SESS_U00239_3_0,U00239,SESS_U00239_3_0,2026-06-04 13:07:55,OU00239_3_SESS_U00239_3_0,P0016,23.04,SU00239_3_SESS_U00239_3_0
PU00239_3_SESS_U00239_3_1,U00239,SESS_U00239_3_1,2026-06-04 21:00:14,OU00239_3_SESS_U00239_3_1,P0299,192.52,SU00239_3_SESS_U00239_3_1
PU00292_3_SESS_U00292_3_0,U00292,SESS_U00292_3_0,2026-06-04 20:03:42,OU00292_3_SESS_U00292_3_0,P0006,59.46,SU00292_3_SESS_U00292_3_0
PU00326_3_SESS_U00326_3_0,U00326,SESS_U00326_3_0,2026-06-04 15:37:11,OU00326_3_SESS_U00326_3_0,P0615,193.45,SU00326_3_SESS_U00326_3_0
PU00326_3_SESS_U00326_3_0,U00326,SESS_U00326_3_0,2026-06-04 10:31:56,OU00326_3_SESS_U00326_3_0,P0101,10.58,SU00326_3_SESS_U00326_3_0
PU00326_3_SESS_U00326_3_1,U00326,SESS_U00326_3_1,2026-06-04 22:46:39,OU00326_3_SESS_U00326_3_1,P0046,236.94,SU00326_3_SESS_U00326_3_1
PU00349_3_SESS_U00349_3_1,U00349,SESS_U00349_3_1,2026-06-04 12:54:55,OU00349_3_SESS_U00349_3_1,P0004,185.62,SU00349_3_SESS_U00349_3_1
PU00382_3_SESS_U00382_3_0,U00382,SESS_U00382_3_0,2026-06-04 09:08:47,OU00382_3_SESS_U00382_3_0,P0032,21.98,SU00382_3_SESS_U00382_3_0
PU00401_3_SESS_U00401_3_0,U00401,SESS_U00401_3_0,2026-06-04 09:56:43,OU00401_3_SESS_U00401_3_0,P0059,32.01,SU00401_3_SESS_U00401_3_0
PU00408_3_SESS_U00408_3_0,U00408,SESS_U00408_3_0,2026-06-04 21:26:51,OU00408_3_SESS_U00408_3_0,P0098,158.23,SU00408_3_SESS_U00408_3_0
PU00436_3_SESS_U00436_3_0,U00436,SESS_U00436_3_0,2026-06-04 12:58:17,OU00436_3_SESS_U00436_3_0,P0036,150.3,SU00436_3_SESS_U00436_3_0
PU00438_3_SESS_U00438_3_0,U00438,SESS_U00438_3_0,2026-06-04 18:21:42,OU00438_3_SESS_U00438_3_0,P0277,177.64,SU00438_3_SESS_U00438_3_0
PU00438_3_SESS_U00438_3_0,U00438,SESS_U00438_3_0,2026-06-04 22:29:38,OU00438_3_SESS_U00438_3_0,P0210,21.19,SU00438_3_SESS_U00438_3_0
PU00458_3_SESS_U00458_3_0,U00458,SESS_U00458_3_0,2026-06-04 17:25:35,OU00458_3_SESS_U00458_3_0,P0197,162.45,SU00458_3_SESS_U00458_3_0
PU00513_3_SESS_U00513_3_0,U00513,SESS_U00513_3_0,2026-06-04 10:45:31,OU00513_3_SESS_U00513_3_0,P0225,65.69,SU00513_3_SESS_U00513_3_0
PU00533_3_SESS_U00533_3_0,U00533,SESS_U00533_3_0,2026-06-04 14:58:19,OU00533_3_SESS_U00533_3_0,P0085,103.63,SU00533_3_SESS_U00533_3_0
PU00561_3_SESS_U00561_3_0,U00561,SESS_U00561_3_0,2026-06-04 10:36:41,OU00561_3_SESS_U00561_3_0,P0146,17.09,SU00561_3_SESS_U00561_3_0
PU00577_3_SESS_U00577_3_0,U00577,SESS_U00577_3_0,2026-06-04 17:54:18,OU00577_3_SESS_U00577_3_0,P0227,146.28,SU00577_3_SESS_U00577_3_0
PU00606_3_SESS_U00606_3_0,U00606,SESS_U00606_3_0,2026-06-04 09:57:14,OU00606_3_SESS_U00606_3_0,P0002,333.49,SU00606_3_SESS_U00606_3_0
PU00606_3_SESS_U00606_3_1,U00606,SESS_U00606_3_1,2026-06-04 09:47:39,OU00606_3_SESS_U00606_3_1,P0003,68.02,SU00606_3_SESS_U00606_3_1
PU00608_3_SESS_U00608_3_0,U00608,SESS_U00608_3_0,2026-06-04 12:09:55,OU00608_3_SESS_U00608_3_0,P0001,38.71,SU00608_3_SESS_U00608_3_0
PU00611_3_SESS_U00611_3_0,U00611,SESS_U00611_3_0,2026-06-04 22:54:51,OU00611_3_SESS_U00611_3_0,P0159,44.79,SU00611_3_SESS_U00611_3_0
PU00620_3_SESS_U00620_3_0,U00620,SESS_U00620_3_0,2026-06-04 17:27:09,OU00620_3_SESS_U00620_3_0,P0031,218.53,SU00620_3_SESS_U00620_3_0
PU00620_3_SESS_U00620_3_0,U00620,SESS_U00620_3_0,2026-06-04 16:26:43,OU00620_3_SESS_U00620_3_0,P0016,23.04,SU00620_3_SESS_U00620_3_0
PU00660_3_SESS_U00660_3_0,U00660,SESS_U00660_3_0,2026-06-04 11:14:34,OU00660_3_SESS_U00660_3_0,P0135,171.15,SU00660_3_SESS_U00660_3_0
PU00668_3_SESS_U00668_3_0,U00668,SESS_U00668_3_0,2026-06-04 16:39:03,OU00668_3_SESS_U00668_3_0,P0012,175.34,SU00668_3_SESS_U00668_3_0
PU00674_3_SESS_U00674_3_0,U00674,SESS_U00674_3_0,2026-06-04 20:13:49,OU00674_3_SESS_U00674_3_0,P0180,54.19,SU00674_3_SESS_U00674_3_0
PU00679_3_SESS_U00679_3_1,U00679,SESS_U00679_3_1,2026-06-04 20:02:42,OU00679_3_SESS_U00679_3_1,P0003,68.02,SU00679_3_SESS_U00679_3_1
PU00692_3_SESS_U00692_3_0,U00692,SESS_U00692_3_0,2026-06-04 21:17:23,OU00692_3_SESS_U00692_3_0,P0156,27.85,SU00692_3_SESS_U00692_3_0
PU00693_3_SESS_U00693_3_0,U00693,SESS_U00693_3_0,2026-06-04 21:12:42,OU00693_3_SESS_U00693_3_0,P0492,97.58,SU00693_3_SESS_U00693_3_0
PU00712_3_SESS_U00712_3_0,U00712,SESS_U00712_3_0,2026-06-04 08:12:48,OU00712_3_SESS_U00712_3_0,P0004,185.62,SU00712_3_SESS_U00712_3_0
PU00712_3_SESS_U00712_3_0,U00712,SESS_U00712_3_0,2026-06-04 07:46:51,OU00712_3_SESS_U00712_3_0,P0027,81.89,SU00712_3_SESS_U00712_3_0
PU00718_3_SESS_U00718_3_0,U00718,SESS_U00718_3_0,2026-06-04 22:27:50,OU00718_3_SESS_U00718_3_0,P0412,285.77,SU00718_3_SESS_U00718_3_0
PU00725_3_SESS_U00725_3_0,U00725,SESS_U00725_3_0,2026-06-04 21:00:23,OU00725_3_SESS_U00725_3_0,P0010,66.06,SU00725_3_SESS_U00725_3_0
PU00727_3_SESS_U00727_3_0,U00727,SESS_U00727_3_0,2026-06-04 17:26:42,OU00727_3_SESS_U00727_3_0,P0002,333.49,SU00727_3_SESS_U00727_3_0
PU00731_3_SESS_U00731_3_0,U00731,SESS_U00731_3_0,2026-06-04 19:16:53,OU00731_3_SESS_U00731_3_0,P0046,236.94,SU00731_3_SESS_U00731_3_0
PU00752_3_SESS_U00752_3_0,U00752,SESS_U00752_3_0,2026-06-04 14:53:33,OU00752_3_SESS_U00752_3_0,P0004,185.62,SU00752_3_SESS_U00752_3_0
PU00756_3_SESS_U00756_3_0,U00756,SESS_U00756_3_0,2026-06-04 23:10:53,OU00756_3_SESS_U00756_3_0,P0017,101.71,SU00756_3_SESS_U00756_3_0
PU00758_3_SESS_U00758_3_0,U00758,SESS_U00758_3_0,2026-06-04 18:05:47,OU00758_3_SESS_U00758_3_0,P0007,12.76,SU00758_3_SESS_U00758_3_0
PU00762_3_SESS_U00762_3_0,U00762,SESS_U00762_3_0,2026-06-04 22:05:41,OU00762_3_SESS_U00762_3_0,P0002,333.49,SU00762_3_SESS_U00762_3_0
PU00772_3_SESS_U00772_3_0,U00772,SESS_U00772_3_0,2026-06-04 21:43:56,OU00772_3_SESS_U00772_3_0,P0020,52.19,SU00772_3_SESS_U00772_3_0
PU00779_3_SESS_U00779_3_0,U00779,SESS_U00779_3_0,2026-06-04 18:35:31,OU00779_3_SESS_U00779_3_0,P0010,66.06,SU00779_3_SESS_U00779_3_0
PU00793_3_SESS_U00793_3_0,U00793,SESS_U00793_3_0,2026-06-04 17:42:55,OU00793_3_SESS_U00793_3_0,P0009,136.23,SU00793_3_SESS_U00793_3_0
PU00004_4_SESS_U00004_4_0,U00004,SESS_U00004_4_0,2026-06-05 14:06:30,OU00004_4_SESS_U00004_4_0,P0002,333.49,SU00004_4_SESS_U00004_4_0
PU00017_4_SESS_U00017_4_0,U00017,SESS_U00017_4_0,2026-06-05 18:13:47,OU00017_4_SESS_U00017_4_0,P0482,132.84,SU00017_4_SESS_U00017_4_0
PU00043_4_SESS_U00043_4_0,U00043,SESS_U00043_4_0,2026-06-05 19:52:34,OU00043_4_SESS_U00043_4_0,P0149,19.1,SU00043_4_SESS_U00043_4_0
PU00052_4_SESS_U00052_4_0,U00052,SESS_U00052_4_0,2026-06-05 09:14:24,OU00052_4_SESS_U00052_4_0,P0167,34.3,SU00052_4_SESS_U00052_4_0
PU00069_4_SESS_U00069_4_1,U00069,SESS_U00069_4_1,2026-06-05 21:27:45,OU00069_4_SESS_U00069_4_1,P0492,97.58,SU00069_4_SESS_U00069_4_1
PU00100_4_SESS_U00100_4_1,U00100,SESS_U00100_4_1,2026-06-05 19:33:56,OU00100_4_SESS_U00100_4_1,P0381,43.32,SU00100_4_SESS_U00100_4_1
PU00104_4_SESS_U00104_4_0,U00104,SESS_U00104_4_0,2026-06-05 20:27:29,OU00104_4_SESS_U00104_4_0,P0053,282.76,SU00104_4_SESS_U00104_4_0
PU00171_4_SESS_U00171_4_0,U00171,SESS_U00171_4_0,2026-06-05 15:37:58,OU00171_4_SESS_U00171_4_0,P0009,136.23,SU00171_4_SESS_U00171_4_0
PU00191_4_SESS_U00191_4_0,U00191,SESS_U00191_4_0,2026-06-05 17:04:28,OU00191_4_SESS_U00191_4_0,P0061,145.21,SU00191_4_SESS_U00191_4_0
PU00214_4_SESS_U00214_4_0,U00214,SESS_U00214_4_0,2026-06-05 09:22:16,OU00214_4_SESS_U00214_4_0,P0016,23.04,SU00214_4_SESS_U00214_4_0
PU00263_4_SESS_U00263_4_0,U00263,SESS_U00263_4_0,2026-06-05 22:39:15,OU00263_4_SESS_U00263_4_0,P0051,87.51,SU00263_4_SESS_U00263_4_0
PU00269_4_SESS_U00269_4_0,U00269,SESS_U00269_4_0,2026-06-05 11:24:47,OU00269_4_SESS_U00269_4_0,P0002,333.49,SU00269_4_SESS_U00269_4_0
PU00271_4_SESS_U00271_4_0,U00271,SESS_U00271_4_0,2026-06-05 21:52:41,OU00271_4_SESS_U00271_4_0,P0339,173.85,SU00271_4_SESS_U00271_4_0
PU00285_4_SESS_U00285_4_0,U00285,SESS_U00285_4_0,2026-06-05 18:01:29,OU00285_4_SESS_U00285_4_0,P0055,57.03,SU00285_4_SESS_U00285_4_0
PU00296_4_SESS_U00296_4_0,U00296,SESS_U00296_4_0,2026-06-05 14:00:29,OU00296_4_SESS_U00296_4_0,P0235,51.0,SU00296_4_SESS_U00296_4_0
PU00308_4_SESS_U00308_4_1,U00308,SESS_U00308_4_1,2026-06-05 15:15:49,OU00308_4_SESS_U00308_4_1,P0203,50.05,SU00308_4_SESS_U00308_4_1
PU00313_4_SESS_U00313_4_0,U00313,SESS_U00313_4_0,2026-06-05 15:36:10,OU00313_4_SESS_U00313_4_0,P0276,49.12,SU00313_4_SESS_U00313_4_0
PU00330_4_SESS_U00330_4_0,U00330,SESS_U00330_4_0,2026-06-05 17:36:50,OU00330_4_SESS_U00330_4_0,P0381,43.32,SU00330_4_SESS_U00330_4_0
PU00362_4_SESS_U00362_4_0,U00362,SESS_U00362_4_0,2026-06-05 10:36:25,OU00362_4_SESS_U00362_4_0,P0016,23.04,SU00362_4_SESS_U00362_4_0
PU00362_4_SESS_U00362_4_1,U00362,SESS_U00362_4_1,2026-06-05 08:30:54,OU00362_4_SESS_U00362_4_1,P0001,38.71,SU00362_4_SESS_U00362_4_1
PU00377_4_SESS_U00377_4_0,U00377,SESS_U00377_4_0,2026-06-05 14:38:35,OU00377_4_SESS_U00377_4_0,P0032,21.98,SU00377_4_SESS_U00377_4_0
PU00382_4_SESS_U00382_4_0,U00382,SESS_U00382_4_0,2026-06-05 19:42:26,OU00382_4_SESS_U00382_4_0,P0148,81.37,SU00382_4_SESS_U00382_4_0
PU00384_4_SESS_U00384_4_0,U00384,SESS_U00384_4_0,2026-06-05 16:38:28,OU00384_4_SESS_U00384_4_0,P0180,54.19,SU00384_4_SESS_U00384_4_0
PU00444_4_SESS_U00444_4_0,U00444,SESS_U00444_4_0,2026-06-05 07:29:49,OU00444_4_SESS_U00444_4_0,P0102,143.65,SU00444_4_SESS_U00444_4_0
PU00447_4_SESS_U00447_4_0,U00447,SESS_U00447_4_0,2026-06-05 15:38:45,OU00447_4_SESS_U00447_4_0,P0002,333.49,SU00447_4_SESS_U00447_4_0
PU00458_4_SESS_U00458_4_0,U00458,SESS_U00458_4_0,2026-06-05 12:57:45,OU00458_4_SESS_U00458_4_0,P0121,123.43,SU00458_4_SESS_U00458_4_0
PU00458_4_SESS_U00458_4_0,U00458,SESS_U00458_4_0,2026-06-05 17:21:25,OU00458_4_SESS_U00458_4_0,P0109,60.46,SU00458_4_SESS_U00458_4_0
PU00463_4_SESS_U00463_4_0,U00463,SESS_U00463_4_0,2026-06-05 08:21:26,OU00463_4_SESS_U00463_4_0,P0121,123.43,SU00463_4_SESS_U00463_4_0
PU00478_4_SESS_U00478_4_1,U00478,SESS_U00478_4_1,2026-06-05 07:23:50,OU00478_4_SESS_U00478_4_1,P0044,274.16,SU00478_4_SESS_U00478_4_1
PU00478_4_SESS_U00478_4_1,U00478,SESS_U00478_4_1,2026-06-05 08:15:27,OU00478_4_SESS_U00478_4_1,P0008,131.53,SU00478_4_SESS_U00478_4_1
PU00490_4_SESS_U00490_4_0,U00490,SESS_U00490_4_0,2026-06-05 14:52:46,OU00490_4_SESS_U00490_4_0,P0002,333.49,SU00490_4_SESS_U00490_4_0
PU00536_4_SESS_U00536_4_0,U00536,SESS_U00536_4_0,2026-06-05 21:54:40,OU00536_4_SESS_U00536_4_0,P0186,127.3,SU00536_4_SESS_U00536_4_0
PU00547_4_SESS_U00547_4_0,U00547,SESS_U00547_4_0,2026-06-05 21:31:19,OU00547_4_SESS_U00547_4_0,P0138,215.36,SU00547_4_SESS_U00547_4_0
PU00563_4_SESS_U00563_4_1,U00563,SESS_U00563_4_1,2026-06-05 22:50:43,OU00563_4_SESS_U00563_4_1,P0411,106.0,SU00563_4_SESS_U00563_4_1
PU00572_4_SESS_U00572_4_0,U00572,SESS_U00572_4_0,2026-06-05 19:20:30,OU00572_4_SESS_U00572_4_0,P0002,333.49,SU00572_4_SESS_U00572_4_0
PU00572_4_SESS_U00572_4_0,U00572,SESS_U00572_4_0,2026-06-05 10:39:55,OU00572_4_SESS_U00572_4_0,P0210,21.19,SU00572_4_SESS_U00572_4_0
PU00582_4_SESS_U00582_4_0,U00582,SESS_U00582_4_0,2026-06-05 21:30:53,OU00582_4_SESS_U00582_4_0,P0330,63.4,SU00582_4_SESS_U00582_4_0
PU00595_4_SESS_U00595_4_0,U00595,SESS_U00595_4_0,2026-06-05 22:25:17,OU00595_4_SESS_U00595_4_0,P0308,107.04,SU00595_4_SESS_U00595_4_0
PU00597_4_SESS_U00597_4_0,U00597,SESS_U00597_4_0,2026-06-05 19:01:01,OU00597_4_SESS_U00597_4_0,P0033,13.33,SU00597_4_SESS_U00597_4_0
PU00599_4_SESS_U00599_4_0,U00599,SESS_U00599_4_0,2026-06-05 21:34:36,OU00599_4_SESS_U00599_4_0,P0041,35.63,SU00599_4_SESS_U00599_4_0
PU00611_4_SESS_U00611_4_1,U00611,SESS_U00611_4_1,2026-06-05 22:23:38,OU00611_4_SESS_U00611_4_1,P0450,42.97,SU00611_4_SESS_U00611_4_1
PU00632_4_SESS_U00632_4_0,U00632,SESS_U00632_4_0,2026-06-05 22:13:24,OU00632_4_SESS_U00632_4_0,P0009,136.23,SU00632_4_SESS_U00632_4_0
PU00643_4_SESS_U00643_4_0,U00643,SESS_U00643_4_0,2026-06-05 18:46:35,OU00643_4_SESS_U00643_4_0,P0005,49.18,SU00643_4_SESS_U00643_4_0
PU00673_4_SESS_U00673_4_0,U00673,SESS_U00673_4_0,2026-06-05 21:04:50,OU00673_4_SESS_U00673_4_0,P0003,68.02,SU00673_4_SESS_U00673_4_0
PU00705_4_SESS_U00705_4_0,U00705,SESS_U00705_4_0,2026-06-05 11:53:45,OU00705_4_SESS_U00705_4_0,P0494,37.96,SU00705_4_SESS_U00705_4_0
PU00716_4_SESS_U00716_4_0,U00716,SESS_U00716_4_0,2026-06-05 09:30:46,OU00716_4_SESS_U00716_4_0,P0167,34.3,SU00716_4_SESS_U00716_4_0
PU00720_4_SESS_U00720_4_0,U00720,SESS_U00720_4_0,2026-06-05 07:20:59,OU00720_4_SESS_U00720_4_0,P0013,184.81,SU00720_4_SESS_U00720_4_0
PU00729_4_SESS_U00729_4_1,U00729,SESS_U00729_4_1,2026-06-05 17:05:16,OU00729_4_SESS_U00729_4_1,P0438,182.59,SU00729_4_SESS_U00729_4_1
PU00755_4_SESS_U00755_4_0,U00755,SESS_U00755_4_0,2026-06-05 08:56:24,OU00755_4_SESS_U00755_4_0,P0192,315.57,SU00755_4_SESS_U00755_4_0
PU00758_4_SESS_U00758_4_0,U00758,SESS_U00758_4_0,2026-06-05 15:54:18,OU00758_4_SESS_U00758_4_0,P0002,333.49,SU00758_4_SESS_U00758_4_0
PU00761_4_SESS_U00761_4_0,U00761,SESS_U00761_4_0,2026-06-05 20:43:41,OU00761_4_SESS_U00761_4_0,P0263,19.49,SU00761_4_SESS_U00761_4_0
PU00767_4_SESS_U00767_4_0,U00767,SESS_U00767_4_0,2026-06-05 20:15:29,OU00767_4_SESS_U00767_4_0,P0127,124.89,SU00767_4_SESS_U00767_4_0
PU00770_4_SESS_U00770_4_0,U00770,SESS_U00770_4_0,2026-06-05 19:34:32,OU00770_4_SESS_U00770_4_0,P0002,333.49,SU00770_4_SESS_U00770_4_0
PU00013_5_SESS_U00013_5_1,U00013,SESS_U00013_5_1,2026-06-06 18:21:24,OU00013_5_SESS_U00013_5_1,P0488,109.12,SU00013_5_SESS_U00013_5_1
PU00027_5_SESS_U00027_5_0,U00027,SESS_U00027_5_0,2026-06-06 14:08:55,OU00027_5_SESS_U00027_5_0,P0040,44.09,SU00027_5_SESS_U00027_5_0
