user_id,experiment_name,variant,assigned_at
U00636,ai_search_v1,control,2026-06-01
U00637,ai_search_v1,treatment,2026-06-01
U00638,ai_search_v1,control,2026-06-01
U00639,ai_search_v1,treatment,2026-06-01
U00640,ai_search_v1,control,2026-06-01
U00641,ai_search_v1,treatment,2026-06-01
U00642,ai_search_v1,treatment,2026-06-01
U00643,ai_search_v1,control,2026-06-01
U00644,ai_search_v1,control,2026-06-01
U00645,ai_search_v1,treatment,2026-06-01
U00646,ai_search_v1,treatment,2026-06-01
U00647,ai_search_v1,treatment,2026-06-01
U00648,ai_search_v1,control,2026-06-01
U00649,ai_search_v1,treatment,2026-06-01
U00650,ai_search_v1,treatment,2026-06-01
U00651,ai_search_v1,treatment,2026-06-01
U00652,ai_search_v1,control,2026-06-01
U00653,ai_search_v1,treatment,2026-06-01
U00654,ai_search_v1,treatment,2026-06-01
U00655,ai_search_v1,treatment,2026-06-01
U00656,ai_search_v1,control,2026-06-01
U00657,ai_search_v1,control,2026-06-01
U00658,ai_search_v1,control,2026-06-01
U00659,ai_search_v1,treatment,2026-06-01
U00660,ai_search_v1,control,2026-06-01
U00661,ai_search_v1,treatment,2026-06-01
U00662,ai_search_v1,treatment,2026-06-01
U00663,ai_search_v1,treatment,2026-06-01
U00664,ai_search_v1,treatment,2026-06-01
U00665,ai_search_v1,treatment,2026-06-01
U00666,ai_search_v1,control,2026-06-01
U00667,ai_search_v1,control,2026-06-01
U00668,ai_search_v1,control,2026-06-01
U00669,ai_search_v1,treatment,2026-06-01
U00670,ai_search_v1,treatment,2026-06-01
U00671,ai_search_v1,treatment,2026-06-01
U00672,ai_search_v1,control,2026-06-01
U00673,ai_search_v1,control,2026-06-01
U00674,ai_search_v1,treatment,2026-06-01
U00675,ai_search_v1,treatment,2026-06-01
U00676,ai_search_v1,treatment,2026-06-01
U00677,ai_search_v1,control,2026-06-01
U00678,ai_search_v1,control,2026-06-01
U00679,ai_search_v1,control,2026-06-01
U00680,ai_search_v1,control,2026-06-01
U00681,ai_search_v1,control,2026-06-01
U00682,ai_search_v1,control,2026-06-01
U00683,ai_search_v1,treatment,2026-06-01
U00684,ai_search_v1,control,2026-06-01
U00685,ai_search_v1,control,2026-06-01
U00686,ai_search_v1,control,2026-06-01
U00687,ai_search_v1,control,2026-06-01
U00688,ai_search_v1,control,2026-06-01
U00689,ai_search_v1,control,2026-06-01
U00690,ai_search_v1,treatment,2026-06-01
U00691,ai_search_v1,control,2026-06-01
U00692,ai_search_v1,treatment,2026-06-01
U00693,ai_search_v1,treatment,2026-06-01
U00694,ai_search_v1,control,2026-06-01
U00695,ai_search_v1,control,2026-06-01
U00696,ai_search_v1,control,2026-06-01
U00697,ai_search_v1,treatment,2026-06-01
U00698,ai_search_v1,control,2026-06-01
U00699,ai_search_v1,treatment,2026-06-01
U00700,ai_search_v1,treatment,2026-06-01
U00701,ai_search_v1,control,2026-06-01
U00702,ai_search_v1,control,2026-06-01
U00703,ai_search_v1,control,2026-06-01
U00704,ai_search_v1,treatment,2026-06-01
U00705,ai_search_v1,treatment,2026-06-01
U00706,ai_search_v1,treatment,2026-06-01
U00707,ai_search_v1,treatment,2026-06-01
U00708,ai_search_v1,control,2026-06-01
U00709,ai_search_v1,treatment,2026-06-01
U00710,ai_search_v1,control,2026-06-01
U00711,ai_search_v1,control,2026-06-01
U00712,ai_search_v1,control,2026-06-01
U00713,ai_search_v1,treatment,2026-06-01
U00714,ai_search_v1,treatment,2026-06-01
U00715,ai_search_v1,control,2026-06-01
U00716,ai_search_v1,control,2026-06-01
U00717,ai_search_v1,control,2026-06-01
U00718,ai_search_v1,treatment,2026-06-01
U00719,ai_search_v1,treatment,2026-06-01
U00720,ai_search_v1,control,2026-06-01
U00721,ai_search_v1,treatment,2026-06-01
U00722,ai_search_v1,control,2026-06-01
U00723,ai_search_v1,treatment,2026-06-01
U00724,ai_search_v1,treatment,2026-06-01
U00725,ai_search_v1,control,2026-06-01
U00726,ai_search_v1,treatment,2026-06-01
U00727,ai_search_v1,control,2026-06-01
U00728,ai_search_v1,treatment,2026-06-01
U00729,ai_search_v1,treatment,2026-06-01
U00730,ai_search_v1,treatment,2026-06-01
U00731,ai_search_v1,treatment,2026-06-01
U00732,ai_search_v1,control,2026-06-01
U00733,ai_search_v1,control,2026-06-01
U00734,ai_search_v1,treatment,2026-06-01
U00735,ai_search_v1,control,2026-06-01
U00736,ai_search_v1,control,2026-06-01
U00737,ai_search_v1,treatment,2026-06-01
U00738,ai_search_v1,control,2026-06-01
U00739,ai_search_v1,treatment,2026-06-01
U00740,ai_search_v1,control,2026-06-01
U00741,ai_search_v1,control,2026-06-01
U00742,ai_search_v1,treatment,2026-06-01
U00743,ai_search_v1,control,2026-06-01
U00744,ai_search_v1,treatment,2026-06-01
U00745,ai_search_v1,treatment,2026-06-01
U00746,ai_search_v1,control,2026-06-01
U00747,ai_search_v1,treatment,2026-06-01
U00748,ai_search_v1,control,2026-06-01
U00749,ai_search_v1,control,2026-06-01
U00750,ai_search_v1,treatment,2026-06-01
U00751,ai_search_v1,treatment,2026-06-01
U00752,ai_search_v1,control,2026-06-01
U00753,ai_search_v1,control,2026-06-01
U00754,ai_search_v1,treatment,2026-06-01
U00755,ai_search_v1,control,2026-06-01
U00756,ai_search_v1,control,2026-06-01
U00757,ai_search_v1,control,2026-06-01
U00758,ai_search_v1,control,2026-06-01
U00759,ai_search_v1,treatment,2026-06-01
U00760,ai_search_v1,control,2026-06-01
U00761,ai_search_v1,control,2026-06-01
U00762,ai_search_v1,control,2026-06-01
U00763,ai_search_v1,treatment,2026-06-01
U00764,ai_search_v1,treatment,2026-06-01
U00765,ai_search_v1,treatment,2026-06-01
U00766,ai_search_v1,control,2026-06-01
U00767,ai_search_v1,control,2026-06-01
U00768,ai_search_v1,control,2026-06-01
U00769,ai_search_v1,treatment,2026-06-01
U00770,ai_search_v1,control,2026-06-01
U00771,ai_search_v1,control,2026-06-01
U00772,ai_search_v1,treatment,2026-06-01
U00773,ai_search_v1,control,2026-06-01
U00774,ai_search_v1,treatment,2026-06-01
U00775,ai_search_v1,treatment,2026-06-01
U00776,ai_search_v1,treatment,2026-06-01
U00777,ai_search_v1,treatment,2026-06-01
U00778,ai_search_v1,treatment,2026-06-01
U00779,ai_search_v1,control,2026-06-01
U00780,ai_search_v1,control,2026-06-01
U00781,ai_search_v1,control,2026-06-01
U00782,ai_search_v1,control,2026-06-01
U00783,ai_search_v1,treatment,2026-06-01
U00784,ai_search_v1,control,2026-06-01
U00785,ai_search_v1,treatment,2026-06-01
U00786,ai_search_v1,treatment,2026-06-01
U00787,ai_search_v1,control,2026-06-01
U00788,ai_search_v1,control,2026-06-01
U00789,ai_search_v1,treatment,2026-06-01
U00790,ai_search_v1,treatment,2026-06-01
U00791,ai_search_v1,treatment,2026-06-01
U00792,ai_search_v1,treatment,2026-06-01
U00793,ai_search_v1,control,2026-06-01
U00794,ai_search_v1,control,2026-06-01
U00795,ai_search_v1,treatment,2026-06-01
U00796,ai_search_v1,control,2026-06-01
U00797,ai_search_v1,treatment,2026-06-01
U00798,ai_search_v1,treatment,2026-06-01
U00799,ai_search_v1,control,2026-06-01
U00800,ai_search_v1,treatment,2026-06-01
