event_id,user_id,session_id,timestamp,search_event_id,product_id,result_position
CU00737_3_SESS_U00737_3_0_1,U00737,SESS_U00737_3_0,2026-06-04 18:52:04,SU00737_3_SESS_U00737_3_0_1,P0506,1
CU00740_3_SESS_U00740_3_0_0,U00740,SESS_U00740_3_0,2026-06-04 07:29:12,SU00740_3_SESS_U00740_3_0_0,P0001,1
CU00745_3_SESS_U00745_3_0_0,U00745,SESS_U00745_3_0,2026-06-04 16:12:25,SU00745_3_SESS_U00745_3_0_0,P0010,1
CU00750_3_SESS_U00750_3_0_0,U00750,SESS_U00750_3_0,2026-06-04 11:04:20,SU00750_3_SESS_U00750_3_0_0,P0131,3
CU00750_3_SESS_U00750_3_1_0,U00750,SESS_U00750_3_1,2026-06-04 07:11:09,SU00750_3_SESS_U00750_3_1_0,P0078,1
CU00750_3_SESS_U00750_3_1_1,U00750,SESS_U00750_3_1,2026-06-04 17:49:10,SU00750_3_SESS_U00750_3_1_1,P0217,7
CU00752_3_SESS_U00752_3_0_0,U00752,SESS_U00752_3_0,2026-06-04 14:52:18,SU00752_3_SESS_U00752_3_0_0,P0004,1
CU00756_3_SESS_U00756_3_0_0,U00756,SESS_U00756_3_0,2026-06-04 22:57:16,SU00756_3_SESS_U00756_3_0_0,P0017,8
CU00758_3_SESS_U00758_3_0_0,U00758,SESS_U00758_3_0,2026-06-04 17:57:22,SU00758_3_SESS_U00758_3_0_0,P0007,5
CU00758_3_SESS_U00758_3_0_1,U00758,SESS_U00758_3_0,2026-06-04 13:04:08,SU00758_3_SESS_U00758_3_0_1,P0095,2
CU00758_3_SESS_U00758_3_1_0,U00758,SESS_U00758_3_1,2026-06-04 07:29:15,SU00758_3_SESS_U00758_3_1_0,P0002,1
CU00761_3_SESS_U00761_3_0_0,U00761,SESS_U00761_3_0,2026-06-04 13:50:18,SU00761_3_SESS_U00761_3_0_0,P0133,6
CU00761_3_SESS_U00761_3_0_1,U00761,SESS_U00761_3_0,2026-06-04 09:36:23,SU00761_3_SESS_U00761_3_0_1,P0002,1
CU00762_3_SESS_U00762_3_0_0,U00762,SESS_U00762_3_0,2026-06-04 21:46:09,SU00762_3_SESS_U00762_3_0_0,P0002,1
CU00765_3_SESS_U00765_3_0_0,U00765,SESS_U00765_3_0,2026-06-04 08:10:15,SU00765_3_SESS_U00765_3_0_0,P0029,1
CU00772_3_SESS_U00772_3_0_0,U00772,SESS_U00772_3_0,2026-06-04 10:34:13,SU00772_3_SESS_U00772_3_0_0,P0563,1
CU00772_3_SESS_U00772_3_0_1,U00772,SESS_U00772_3_0,2026-06-04 21:36:21,SU00772_3_SESS_U00772_3_0_1,P0020,7
CU00775_3_SESS_U00775_3_0_0,U00775,SESS_U00775_3_0,2026-06-04 13:30:14,SU00775_3_SESS_U00775_3_0_0,P0427,1
CU00775_3_SESS_U00775_3_0_1,U00775,SESS_U00775_3_0,2026-06-04 21:07:06,SU00775_3_SESS_U00775_3_0_1,P0125,1
CU00779_3_SESS_U00779_3_0_0,U00779,SESS_U00779_3_0,2026-06-04 14:35:07,SU00779_3_SESS_U00779_3_0_0,P0002,1
CU00779_3_SESS_U00779_3_0_1,U00779,SESS_U00779_3_0,2026-06-04 18:30:06,SU00779_3_SESS_U00779_3_0_1,P0010,1
CU00782_3_SESS_U00782_3_0_1,U00782,SESS_U00782_3_0,2026-06-04 22:42:20,SU00782_3_SESS_U00782_3_0_1,P0063,3
CU00784_3_SESS_U00784_3_0_0,U00784,SESS_U00784_3_0,2026-06-04 08:46:10,SU00784_3_SESS_U00784_3_0_0,P0129,2
CU00787_3_SESS_U00787_3_0_0,U00787,SESS_U00787_3_0,2026-06-04 08:51:24,SU00787_3_SESS_U00787_3_0_0,P0001,1
CU00793_3_SESS_U00793_3_0_1,U00793,SESS_U00793_3_0,2026-06-04 17:29:18,SU00793_3_SESS_U00793_3_0_1,P0009,6
CU00793_3_SESS_U00793_3_0_2,U00793,SESS_U00793_3_0,2026-06-04 09:28:24,SU00793_3_SESS_U00793_3_0_2,P0002,1
CU00003_4_SESS_U00003_4_0_0,U00003,SESS_U00003_4_0,2026-06-05 18:56:17,SU00003_4_SESS_U00003_4_0_0,P0134,1
CU00003_4_SESS_U00003_4_0_1,U00003,SESS_U00003_4_0,2026-06-05 19:24:20,SU00003_4_SESS_U00003_4_0_1,P0488,5
CU00004_4_SESS_U00004_4_0_0,U00004,SESS_U00004_4_0,2026-06-05 13:53:13,SU00004_4_SESS_U00004_4_0_0,P0002,1
CU00009_4_SESS_U00009_4_0_1,U00009,SESS_U00009_4_0,2026-06-05 12:19:13,SU00009_4_SESS_U00009_4_0_1,P0002,1
CU00017_4_SESS_U00017_4_0_0,U00017,SESS_U00017_4_0,2026-06-05 18:06:22,SU00017_4_SESS_U00017_4_0_0,P0482,1
CU00025_4_SESS_U00025_4_0_0,U00025,SESS_U00025_4_0,2026-06-05 11:19:04,SU00025_4_SESS_U00025_4_0_0,P0021,1
CU00031_4_SESS_U00031_4_0_0,U00031,SESS_U00031_4_0,2026-06-05 10:05:20,SU00031_4_SESS_U00031_4_0_0,P0036,1
CU00043_4_SESS_U00043_4_0_0,U00043,SESS_U00043_4_0,2026-06-05 19:44:19,SU00043_4_SESS_U00043_4_0_0,P0149,1
CU00044_4_SESS_U00044_4_0_0,U00044,SESS_U00044_4_0,2026-06-05 14:03:21,SU00044_4_SESS_U00044_4_0_0,P0202,7
CU00045_4_SESS_U00045_4_1_0,U00045,SESS_U00045_4_1,2026-06-05 10:56:04,SU00045_4_SESS_U00045_4_1_0,P0029,1
CU00050_4_SESS_U00050_4_0_0,U00050,SESS_U00050_4_0,2026-06-05 13:50:09,SU00050_4_SESS_U00050_4_0_0,P0002,1
CU00052_4_SESS_U00052_4_0_0,U00052,SESS_U00052_4_0,2026-06-05 08:57:13,SU00052_4_SESS_U00052_4_0_0,P0167,1
CU00058_4_SESS_U00058_4_0_0,U00058,SESS_U00058_4_0,2026-06-05 12:17:17,SU00058_4_SESS_U00058_4_0_0,P0011,3
CU00059_4_SESS_U00059_4_0_0,U00059,SESS_U00059_4_0,2026-06-05 16:09:06,SU00059_4_SESS_U00059_4_0_0,P0002,1
CU00069_4_SESS_U00069_4_0_1,U00069,SESS_U00069_4_0,2026-06-05 13:41:23,SU00069_4_SESS_U00069_4_0_1,P0098,1
CU00069_4_SESS_U00069_4_1_1,U00069,SESS_U00069_4_1,2026-06-05 21:10:06,SU00069_4_SESS_U00069_4_1_1,P0492,1
CU00076_4_SESS_U00076_4_0_0,U00076,SESS_U00076_4_0,2026-06-05 16:42:16,SU00076_4_SESS_U00076_4_0_0,P0086,1
CU00081_4_SESS_U00081_4_0_1,U00081,SESS_U00081_4_0,2026-06-05 22:36:19,SU00081_4_SESS_U00081_4_0_1,P0101,1
CU00082_4_SESS_U00082_4_0_1,U00082,SESS_U00082_4_0,2026-06-05 20:47:24,SU00082_4_SESS_U00082_4_0_1,P0121,3
CU00087_4_SESS_U00087_4_0_0,U00087,SESS_U00087_4_0,2026-06-05 21:42:16,SU00087_4_SESS_U00087_4_0_0,P0427,1
CU00088_4_SESS_U00088_4_0_0,U00088,SESS_U00088_4_0,2026-06-05 15:09:22,SU00088_4_SESS_U00088_4_0_0,P0023,1
CU00089_4_SESS_U00089_4_1_0,U00089,SESS_U00089_4_1,2026-06-05 11:12:09,SU00089_4_SESS_U00089_4_1_0,P0174,5
CU00089_4_SESS_U00089_4_1_2,U00089,SESS_U00089_4_1,2026-06-05 17:58:03,SU00089_4_SESS_U00089_4_1_2,P0005,1
CU00100_4_SESS_U00100_4_0_0,U00100,SESS_U00100_4_0,2026-06-05 09:35:16,SU00100_4_SESS_U00100_4_0_0,P0177,1
CU00100_4_SESS_U00100_4_1_0,U00100,SESS_U00100_4_1,2026-06-05 19:23:22,SU00100_4_SESS_U00100_4_1_0,P0381,1
CU00104_4_SESS_U00104_4_0_0,U00104,SESS_U00104_4_0,2026-06-05 20:18:06,SU00104_4_SESS_U00104_4_0_0,P0053,7
CU00107_4_SESS_U00107_4_1_0,U00107,SESS_U00107_4_1,2026-06-05 17:55:07,SU00107_4_SESS_U00107_4_1_0,P0012,1
CU00108_4_SESS_U00108_4_0_0,U00108,SESS_U00108_4_0,2026-06-05 15:55:05,SU00108_4_SESS_U00108_4_0_0,P0002,1
CU00109_4_SESS_U00109_4_0_0,U00109,SESS_U00109_4_0,2026-06-05 09:22:21,SU00109_4_SESS_U00109_4_0_0,P0025,1
CU00125_4_SESS_U00125_4_0_0,U00125,SESS_U00125_4_0,2026-06-05 22:29:07,SU00125_4_SESS_U00125_4_0_0,P0355,5
CU00127_4_SESS_U00127_4_0_0,U00127,SESS_U00127_4_0,2026-06-05 19:02:13,SU00127_4_SESS_U00127_4_0_0,P0021,2
CU00134_4_SESS_U00134_4_0_0,U00134,SESS_U00134_4_0,2026-06-05 07:48:14,SU00134_4_SESS_U00134_4_0_0,P0003,1
CU00135_4_SESS_U00135_4_0_0,U00135,SESS_U00135_4_0,2026-06-05 20:08:22,SU00135_4_SESS_U00135_4_0_0,P0014,7
CU00144_4_SESS_U00144_4_1_1,U00144,SESS_U00144_4_1,2026-06-05 07:12:16,SU00144_4_SESS_U00144_4_1_1,P0002,1
CU00161_4_SESS_U00161_4_0_0,U00161,SESS_U00161_4_0,2026-06-05 22:28:16,SU00161_4_SESS_U00161_4_0_0,P0330,8
CU00171_4_SESS_U00171_4_0_0,U00171,SESS_U00171_4_0,2026-06-05 15:27:15,SU00171_4_SESS_U00171_4_0_0,P0060,3
CU00171_4_SESS_U00171_4_0_1,U00171,SESS_U00171_4_0,2026-06-05 15:21:19,SU00171_4_SESS_U00171_4_0_1,P0009,6
CU00174_4_SESS_U00174_4_0_0,U00174,SESS_U00174_4_0,2026-06-05 09:27:06,SU00174_4_SESS_U00174_4_0_0,P0002,1
CU00177_4_SESS_U00177_4_0_0,U00177,SESS_U00177_4_0,2026-06-05 16:07:17,SU00177_4_SESS_U00177_4_0_0,P0015,1
CU00177_4_SESS_U00177_4_0_1,U00177,SESS_U00177_4_0,2026-06-05 22:33:15,SU00177_4_SESS_U00177_4_0_1,P0025,1
CU00191_4_SESS_U00191_4_0_0,U00191,SESS_U00191_4_0,2026-06-05 17:00:07,SU00191_4_SESS_U00191_4_0_0,P0061,7
CU00198_4_SESS_U00198_4_0_0,U00198,SESS_U00198_4_0,2026-06-05 14:29:05,SU00198_4_SESS_U00198_4_0_0,P0065,1
CU00201_4_SESS_U00201_4_0_0,U00201,SESS_U00201_4_0,2026-06-05 07:56:03,SU00201_4_SESS_U00201_4_0_0,P0126,2
CU00214_4_SESS_U00214_4_0_0,U00214,SESS_U00214_4_0,2026-06-05 21:21:07,SU00214_4_SESS_U00214_4_0_0,P0024,1
CU00214_4_SESS_U00214_4_0_1,U00214,SESS_U00214_4_0,2026-06-05 16:30:11,SU00214_4_SESS_U00214_4_0_1,P0003,2
CU00214_4_SESS_U00214_4_0_2,U00214,SESS_U00214_4_0,2026-06-05 09:14:09,SU00214_4_SESS_U00214_4_0_2,P0016,1
CU00218_4_SESS_U00218_4_0_1,U00218,SESS_U00218_4_0,2026-06-05 11:36:25,SU00218_4_SESS_U00218_4_0_1,P0006,1
CU00223_4_SESS_U00223_4_0_0,U00223,SESS_U00223_4_0,2026-06-05 12:49:05,SU00223_4_SESS_U00223_4_0_0,P0142,3
CU00226_4_SESS_U00226_4_0_0,U00226,SESS_U00226_4_0,2026-06-05 20:12:13,SU00226_4_SESS_U00226_4_0_0,P0010,1
CU00227_4_SESS_U00227_4_0_0,U00227,SESS_U00227_4_0,2026-06-05 18:33:20,SU00227_4_SESS_U00227_4_0_0,P0002,1
CU00232_4_SESS_U00232_4_0_0,U00232,SESS_U00232_4_0,2026-06-05 15:02:17,SU00232_4_SESS_U00232_4_0_0,P0046,1
CU00233_4_SESS_U00233_4_0_0,U00233,SESS_U00233_4_0,2026-06-05 19:27:23,SU00233_4_SESS_U00233_4_0_0,P0228,7
CU00233_4_SESS_U00233_4_0_1,U00233,SESS_U00233_4_0,2026-06-05 20:31:13,SU00233_4_SESS_U00233_4_0_1,P0002,1
CU00239_4_SESS_U00239_4_0_0,U00239,SESS_U00239_4_0,2026-06-05 07:40:18,SU00239_4_SESS_U00239_4_0_0,P0397,6
CU00247_4_SESS_U00247_4_0_0,U00247,SESS_U00247_4_0,2026-06-05 20:23:20,SU00247_4_SESS_U00247_4_0_0,P0112,1
CU00249_4_SESS_U00249_4_0_0,U00249,SESS_U00249_4_0,2026-06-05 14:00:19,SU00249_4_SESS_U00249_4_0_0,P0002,1
CU00258_4_SESS_U00258_4_0_1,U00258,SESS_U00258_4_0,2026-06-05 18:07:10,SU00258_4_SESS_U00258_4_0_1,P0002,1
CU00263_4_SESS_U00263_4_0_0,U00263,SESS_U00263_4_0,2026-06-05 22:20:05,SU00263_4_SESS_U00263_4_0_0,P0051,4
CU00266_4_SESS_U00266_4_0_0,U00266,SESS_U00266_4_0,2026-06-05 08:11:23,SU00266_4_SESS_U00266_4_0_0,P0005,1
CU00268_4_SESS_U00268_4_0_0,U00268,SESS_U00268_4_0,2026-06-05 11:01:15,SU00268_4_SESS_U00268_4_0_0,P0015,8
CU00269_4_SESS_U00269_4_0_1,U00269,SESS_U00269_4_0,2026-06-05 16:29:05,SU00269_4_SESS_U00269_4_0_1,P0009,1
CU00269_4_SESS_U00269_4_0_2,U00269,SESS_U00269_4_0,2026-06-05 11:21:07,SU00269_4_SESS_U00269_4_0_2,P0002,1
CU00271_4_SESS_U00271_4_0_0,U00271,SESS_U00271_4_0,2026-06-05 21:44:08,SU00271_4_SESS_U00271_4_0_0,P0339,1
CU00277_4_SESS_U00277_4_0_0,U00277,SESS_U00277_4_0,2026-06-05 14:35:17,SU00277_4_SESS_U00277_4_0_0,P0002,1
CU00285_4_SESS_U00285_4_0_0,U00285,SESS_U00285_4_0,2026-06-05 17:47:15,SU00285_4_SESS_U00285_4_0_0,P0055,1
CU00296_4_SESS_U00296_4_0_0,U00296,SESS_U00296_4_0,2026-06-05 13:53:10,SU00296_4_SESS_U00296_4_0_0,P0235,2
CU00303_4_SESS_U00303_4_0_1,U00303,SESS_U00303_4_0,2026-06-05 18:21:05,SU00303_4_SESS_U00303_4_0_1,P0200,4
CU00307_4_SESS_U00307_4_0_0,U00307,SESS_U00307_4_0,2026-06-05 11:36:08,SU00307_4_SESS_U00307_4_0_0,P0670,6
CU00308_4_SESS_U00308_4_1_0,U00308,SESS_U00308_4_1,2026-06-05 14:58:14,SU00308_4_SESS_U00308_4_1_0,P0203,1
CU00313_4_SESS_U00313_4_0_0,U00313,SESS_U00313_4_0,2026-06-05 15:32:03,SU00313_4_SESS_U00313_4_0_0,P0276,4
CU00313_4_SESS_U00313_4_1_0,U00313,SESS_U00313_4_1,2026-06-05 15:42:17,SU00313_4_SESS_U00313_4_1_0,P0227,1
CU00313_4_SESS_U00313_4_1_1,U00313,SESS_U00313_4_1,2026-06-05 15:15:23,SU00313_4_SESS_U00313_4_1_1,P0592,4
CU00318_4_SESS_U00318_4_0_0,U00318,SESS_U00318_4_0,2026-06-05 18:06:20,SU00318_4_SESS_U00318_4_0_0,P0144,5
CU00321_4_SESS_U00321_4_0_1,U00321,SESS_U00321_4_0,2026-06-05 14:40:11,SU00321_4_SESS_U00321_4_0_1,P0126,8
CU00330_4_SESS_U00330_4_0_0,U00330,SESS_U00330_4_0,2026-06-05 17:31:14,SU00330_4_SESS_U00330_4_0_0,P0381,1
CU00335_4_SESS_U00335_4_0_0,U00335,SESS_U00335_4_0,2026-06-05 20:03:16,SU00335_4_SESS_U00335_4_0_0,P0127,1
CU00336_4_SESS_U00336_4_0_1,U00336,SESS_U00336_4_0,2026-06-05 20:17:12,SU00336_4_SESS_U00336_4_0_1,P0195,4
CU00347_4_SESS_U00347_4_0_0,U00347,SESS_U00347_4_0,2026-06-05 16:31:09,SU00347_4_SESS_U00347_4_0_0,P0411,6
CU00349_4_SESS_U00349_4_0_0,U00349,SESS_U00349_4_0,2026-06-05 20:51:24,SU00349_4_SESS_U00349_4_0_0,P0585,6
CU00358_4_SESS_U00358_4_0_1,U00358,SESS_U00358_4_0,2026-06-05 15:32:09,SU00358_4_SESS_U00358_4_0_1,P0148,5
CU00362_4_SESS_U00362_4_0_0,U00362,SESS_U00362_4_0,2026-06-05 10:24:15,SU00362_4_SESS_U00362_4_0_0,P0016,1
CU00362_4_SESS_U00362_4_1_0,U00362,SESS_U00362_4_1,2026-06-05 08:23:18,SU00362_4_SESS_U00362_4_1_0,P0001,1
CU00364_4_SESS_U00364_4_0_0,U00364,SESS_U00364_4_0,2026-06-05 16:36:07,SU00364_4_SESS_U00364_4_0_0,P0001,1
CU00366_4_SESS_U00366_4_1_0,U00366,SESS_U00366_4_1,2026-06-05 19:10:16,SU00366_4_SESS_U00366_4_1_0,P0002,1
CU00367_4_SESS_U00367_4_0_0,U00367,SESS_U00367_4_0,2026-06-05 08:23:03,SU00367_4_SESS_U00367_4_0_0,P0072,1
CU00370_4_SESS_U00370_4_0_0,U00370,SESS_U00370_4_0,2026-06-05 11:59:22,SU00370_4_SESS_U00370_4_0_0,P0421,1
CU00374_4_SESS_U00374_4_0_0,U00374,SESS_U00374_4_0,2026-06-05 13:24:21,SU00374_4_SESS_U00374_4_0_0,P0007,1
CU00375_4_SESS_U00375_4_0_0,U00375,SESS_U00375_4_0,2026-06-05 14:40:25,SU00375_4_SESS_U00375_4_0_0,P0006,1
CU00377_4_SESS_U00377_4_0_0,U00377,SESS_U00377_4_0,2026-06-05 14:29:20,SU00377_4_SESS_U00377_4_0_0,P0032,1
CU00382_4_SESS_U00382_4_0_0,U00382,SESS_U00382_4_0,2026-06-05 19:31:21,SU00382_4_SESS_U00382_4_0_0,P0148,5
CU00384_4_SESS_U00384_4_0_0,U00384,SESS_U00384_4_0,2026-06-05 16:23:10,SU00384_4_SESS_U00384_4_0_0,P0180,1
CU00388_4_SESS_U00388_4_0_0,U00388,SESS_U00388_4_0,2026-06-05 10:34:05,SU00388_4_SESS_U00388_4_0_0,P0142,1
CU00396_4_SESS_U00396_4_0_0,U00396,SESS_U00396_4_0,2026-06-05 16:54:20,SU00396_4_SESS_U00396_4_0_0,P0002,1
CU00406_4_SESS_U00406_4_0_1,U00406,SESS_U00406_4_0,2026-06-05 12:47:10,SU00406_4_SESS_U00406_4_0_1,P0002,1
CU00418_4_SESS_U00418_4_0_0,U00418,SESS_U00418_4_0,2026-06-05 07:50:10,SU00418_4_SESS_U00418_4_0_0,P0111,1
CU00418_4_SESS_U00418_4_0_1,U00418,SESS_U00418_4_0,2026-06-05 20:44:23,SU00418_4_SESS_U00418_4_0_1,P0131,6
CU00424_4_SESS_U00424_4_0_0,U00424,SESS_U00424_4_0,2026-06-05 18:48:16,SU00424_4_SESS_U00424_4_0_0,P0006,1
CU00432_4_SESS_U00432_4_0_0,U00432,SESS_U00432_4_0,2026-06-05 22:46:20,SU00432_4_SESS_U00432_4_0_0,P0032,2
CU00437_4_SESS_U00437_4_0_0,U00437,SESS_U00437_4_0,2026-06-05 10:45:10,SU00437_4_SESS_U00437_4_0_0,P0116,6
CU00444_4_SESS_U00444_4_0_0,U00444,SESS_U00444_4_0,2026-06-05 07:24:18,SU00444_4_SESS_U00444_4_0_0,P0102,7
CU00444_4_SESS_U00444_4_0_1,U00444,SESS_U00444_4_0,2026-06-05 09:08:13,SU00444_4_SESS_U00444_4_0_1,P0031,1
CU00446_4_SESS_U00446_4_0_0,U00446,SESS_U00446_4_0,2026-06-05 21:03:05,SU00446_4_SESS_U00446_4_0_0,P0073,6
CU00447_4_SESS_U00447_4_0_0,U00447,SESS_U00447_4_0,2026-06-05 15:21:07,SU00447_4_SESS_U00447_4_0_0,P0002,1
CU00457_4_SESS_U00457_4_0_0,U00457,SESS_U00457_4_0,2026-06-05 09:41:12,SU00457_4_SESS_U00457_4_0_0,P0125,1
CU00458_4_SESS_U00458_4_0_1,U00458,SESS_U00458_4_0,2026-06-05 12:45:05,SU00458_4_SESS_U00458_4_0_1,P0121,1
CU00458_4_SESS_U00458_4_0_2,U00458,SESS_U00458_4_0,2026-06-05 17:20:06,SU00458_4_SESS_U00458_4_0_2,P0109,6
CU00460_4_SESS_U00460_4_0_0,U00460,SESS_U00460_4_0,2026-06-05 17:51:03,SU00460_4_SESS_U00460_4_0_0,P0157,5
CU00463_4_SESS_U00463_4_0_0,U00463,SESS_U00463_4_0,2026-06-05 08:20:17,SU00463_4_SESS_U00463_4_0_0,P0121,1
CU00464_4_SESS_U00464_4_0_0,U00464,SESS_U00464_4_0,2026-06-05 15:26:18,SU00464_4_SESS_U00464_4_0_0,P0075,1
CU00475_4_SESS_U00475_4_0_0,U00475,SESS_U00475_4_0,2026-06-05 22:13:20,SU00475_4_SESS_U00475_4_0_0,P0017,8
CU00476_4_SESS_U00476_4_0_0,U00476,SESS_U00476_4_0,2026-06-05 14:36:08,SU00476_4_SESS_U00476_4_0_0,P0006,4
CU00477_4_SESS_U00477_4_0_1,U00477,SESS_U00477_4_0,2026-06-05 10:26:18,SU00477_4_SESS_U00477_4_0_1,P0411,1
CU00478_4_SESS_U00478_4_1_0,U00478,SESS_U00478_4_1,2026-06-05 07:20:17,SU00478_4_SESS_U00478_4_1_0,P0044,1
CU00478_4_SESS_U00478_4_1_1,U00478,SESS_U00478_4_1,2026-06-05 08:06:10,SU00478_4_SESS_U00478_4_1_1,P0008,1
CU00487_4_SESS_U00487_4_0_1,U00487,SESS_U00487_4_0,2026-06-05 11:28:03,SU00487_4_SESS_U00487_4_0_1,P0022,1
CU00490_4_SESS_U00490_4_0_0,U00490,SESS_U00490_4_0,2026-06-05 18:37:07,SU00490_4_SESS_U00490_4_0_0,P0016,1
CU00490_4_SESS_U00490_4_0_2,U00490,SESS_U00490_4_0,2026-06-05 14:48:19,SU00490_4_SESS_U00490_4_0_2,P0002,1
CU00490_4_SESS_U00490_4_1_0,U00490,SESS_U00490_4_1,2026-06-05 16:15:07,SU00490_4_SESS_U00490_4_1_0,P0165,3
CU00503_4_SESS_U00503_4_0_1,U00503,SESS_U00503_4_0,2026-06-05 16:41:18,SU00503_4_SESS_U00503_4_0_1,P0042,1
CU00511_4_SESS_U00511_4_0_0,U00511,SESS_U00511_4_0,2026-06-05 15:49:12,SU00511_4_SESS_U00511_4_0_0,P0002,1
CU00513_4_SESS_U00513_4_0_1,U00513,SESS_U00513_4_0,2026-06-05 18:57:20,SU00513_4_SESS_U00513_4_0_1,P0203,5
CU00523_4_SESS_U00523_4_0_0,U00523,SESS_U00523_4_0,2026-06-05 09:20:17,SU00523_4_SESS_U00523_4_0_0,P0017,1
CU00536_4_SESS_U00536_4_0_0,U00536,SESS_U00536_4_0,2026-06-05 19:47:21,SU00536_4_SESS_U00536_4_0_0,P0134,8
CU00536_4_SESS_U00536_4_0_1,U00536,SESS_U00536_4_0,2026-06-05 21:48:07,SU00536_4_SESS_U00536_4_0_1,P0186,1
CU00541_4_SESS_U00541_4_0_0,U00541,SESS_U00541_4_0,2026-06-05 18:00:06,SU00541_4_SESS_U00541_4_0_0,P0079,2
CU00547_4_SESS_U00547_4_0_0,U00547,SESS_U00547_4_0,2026-06-05 21:12:14,SU00547_4_SESS_U00547_4_0_0,P0138,1
CU00548_4_SESS_U00548_4_0_0,U00548,SESS_U00548_4_0,2026-06-05 16:17:21,SU00548_4_SESS_U00548_4_0_0,P0001,1
CU00548_4_SESS_U00548_4_1_0,U00548,SESS_U00548_4_1,2026-06-05 08:50:06,SU00548_4_SESS_U00548_4_1_0,P0004,1
CU00550_4_SESS_U00550_4_0_1,U00550,SESS_U00550_4_0,2026-06-05 19:01:17,SU00550_4_SESS_U00550_4_0_1,P0622,3
CU00551_4_SESS_U00551_4_0_0,U00551,SESS_U00551_4_0,2026-06-05 08:46:07,SU00551_4_SESS_U00551_4_0_0,P0080,7
CU00557_4_SESS_U00557_4_0_1,U00557,SESS_U00557_4_0,2026-06-05 13:23:05,SU00557_4_SESS_U00557_4_0_1,P0433,1
CU00559_4_SESS_U00559_4_0_2,U00559,SESS_U00559_4_0,2026-06-05 11:35:10,SU00559_4_SESS_U00559_4_0_2,P0049,5
CU00563_4_SESS_U00563_4_1_0,U00563,SESS_U00563_4_1,2026-06-05 22:42:07,SU00563_4_SESS_U00563_4_1_0,P0411,6
CU00564_4_SESS_U00564_4_0_0,U00564,SESS_U00564_4_0,2026-06-05 18:51:16,SU00564_4_SESS_U00564_4_0_0,P0041,1
CU00572_4_SESS_U00572_4_0_0,U00572,SESS_U00572_4_0,2026-06-05 19:17:13,SU00572_4_SESS_U00572_4_0_0,P0002,1
CU00572_4_SESS_U00572_4_0_1,U00572,SESS_U00572_4_0,2026-06-05 10:20:16,SU00572_4_SESS_U00572_4_0_1,P0210,3
CU00578_4_SESS_U00578_4_0_0,U00578,SESS_U00578_4_0,2026-06-05 17:32:21,SU00578_4_SESS_U00578_4_0_0,P0351,6
CU00582_4_SESS_U00582_4_0_1,U00582,SESS_U00582_4_0,2026-06-05 21:16:24,SU00582_4_SESS_U00582_4_0_1,P0330,5
CU00595_4_SESS_U00595_4_0_0,U00595,SESS_U00595_4_0,2026-06-05 22:17:07,SU00595_4_SESS_U00595_4_0_0,P0308,4
CU00597_4_SESS_U00597_4_0_0,U00597,SESS_U00597_4_0,2026-06-05 18:45:25,SU00597_4_SESS_U00597_4_0_0,P0033,1
CU00599_4_SESS_U00599_4_0_1,U00599,SESS_U00599_4_0,2026-06-05 21:32:17,SU00599_4_SESS_U00599_4_0_1,P0041,1
CU00601_4_SESS_U00601_4_0_0,U00601,SESS_U00601_4_0,2026-06-05 15:54:12,SU00601_4_SESS_U00601_4_0_0,P0081,1
CU00608_4_SESS_U00608_4_0_0,U00608,SESS_U00608_4_0,2026-06-05 20:29:19,SU00608_4_SESS_U00608_4_0_0,P0001,1
CU00611_4_SESS_U00611_4_1_0,U00611,SESS_U00611_4_1,2026-06-05 22:08:25,SU00611_4_SESS_U00611_4_1_0,P0450,6
CU00612_4_SESS_U00612_4_0_0,U00612,SESS_U00612_4_0,2026-06-05 20:32:11,SU00612_4_SESS_U00612_4_0_0,P0057,4
CU00622_4_SESS_U00622_4_0_0,U00622,SESS_U00622_4_0,2026-06-05 20:36:08,SU00622_4_SESS_U00622_4_0_0,P0002,1
CU00627_4_SESS_U00627_4_0_0,U00627,SESS_U00627_4_0,2026-06-05 08:36:11,SU00627_4_SESS_U00627_4_0_0,P0002,1
CU00630_4_SESS_U00630_4_0_0,U00630,SESS_U00630_4_0,2026-06-05 17:37:18,SU00630_4_SESS_U00630_4_0_0,P0222,1
CU00631_4_SESS_U00631_4_0_0,U00631,SESS_U00631_4_0,2026-06-05 13:23:14,SU00631_4_SESS_U00631_4_0_0,P0421,1
CU00632_4_SESS_U00632_4_0_0,U00632,SESS_U00632_4_0,2026-06-05 22:01:04,SU00632_4_SESS_U00632_4_0_0,P0009,5
CU00643_4_SESS_U00643_4_0_0,U00643,SESS_U00643_4_0,2026-06-05 18:41:22,SU00643_4_SESS_U00643_4_0_0,P0005,1
CU00655_4_SESS_U00655_4_1_1,U00655,SESS_U00655_4_1,2026-06-05 18:51:03,SU00655_4_SESS_U00655_4_1_1,P0159,1
CU00660_4_SESS_U00660_4_0_0,U00660,SESS_U00660_4_0,2026-06-05 07:47:17,SU00660_4_SESS_U00660_4_0_0,P0006,4
CU00673_4_SESS_U00673_4_0_0,U00673,SESS_U00673_4_0,2026-06-05 20:54:17,SU00673_4_SESS_U00673_4_0_0,P0003,1
CU00680_4_SESS_U00680_4_0_0,U00680,SESS_U00680_4_0,2026-06-05 20:42:03,SU00680_4_SESS_U00680_4_0_0,P0003,2
